gene	rank
RPL15	-2.4434
AFMID	-2.4448
PFDN6	-2.4459
CNIH4	-2.4478
EIF3K	-2.4487
FKBP1B	-2.4495
ARHGEF18	-2.4511
VARS2	-2.4512
HCG11	-2.4512
HOXA3	-2.4515
NTAQ1	-2.4519
ZNF287	-2.4525
FHL2	-2.4525
GMFG	-2.4528
ATP5MC3	-2.4528
TLCD4	-2.4535
TRIM6	-2.4544
FANCC	-2.4553
NUP214	-2.4559
TMSB15A	-2.4562
LOC101927420	-2.4569
MNS1	-2.4589
DCAF12L2	-2.459
TSKS	-2.4592
SMIM8	-2.4592
CREG1	-2.4605
DGKD	-2.4609
NDUFB9	-2.461
MTND4P12	-2.4612
AQP3	-2.4613
RNF20	-2.4618
AP5B1	-2.462
LEPROTL1	-2.4625
GSR	-2.463
USP32P1	-2.464
LMNTD2	-2.4674
ARHGEF26	-2.4681
BRSK1	-2.4681
GARS1	-2.4692
CHROMR	-2.4694
RNLS	-2.4702
RTTN	-2.4713
FOXD4	-2.4715
PCDHB12	-2.472
ETV2	-2.4722
UBE3D	-2.4724
ZNF133	-2.4734
ARRDC1-AS1	-2.4735
FAM135B	-2.4741
RASA2	-2.4741
MRPL44	-2.4748
PCDHGA1	-2.4761
UAP1L1	-2.4771
LYRM4-AS1	-2.4772
SPATA25	-2.4779
NDUFA3.1	-2.4788
LOC100128398	-2.4794
RNF135	-2.4796
ADM2	-2.4806
TESC	-2.4808
SEC22C	-2.4814
CCDC169	-2.4816
SSTR5-AS1	-2.4831
KLHDC8B	-2.4832
PARD6G	-2.4835
CARNMT1	-2.4839
MCM8	-2.4855
SMIM11A	-2.4859
BBS4	-2.4868
RPL10A	-2.4868
ZNF890P	-2.4872
GNMT	-2.488
GRIN3B	-2.4881
NDUFA6-DT	-2.4886
CD209	-2.4888
SLC2A14	-2.4893
RASSF1	-2.4897
POU5F1P6	-2.4904
COX1	-2.4911
MTIF2	-2.4912
MELK	-2.4921
RPL32P29	-2.4924
MS4A3	-2.4925
PRKCSH	-2.4926
UBIAD1	-2.4928
SPATA5	-2.4938
VPS33A	-2.4939
SLC25A20	-2.4944
ZNF470	-2.4956
ASL	-2.4978
KIF3C	-2.5001
COA3	-2.5008
RPL12	-2.5027
CORO7-PAM16	-2.5034
FAM180B	-2.5034
SCNM1	-2.5038
LOC100288637	-2.5048
NARF	-2.5049
RIPK3	-2.5054
EFCAB2	-2.5054
C9orf16	-2.5061
ZBED5-AS1	-2.5071
LOC101927751	-2.5082
DHX57	-2.5082
PTPRH	-2.5085
MPV17L	-2.5093
HIBCH	-2.5101
ARRB1	-2.5104
SEMG1	-2.5112
COX3	-2.5126
ADAMTS4	-2.5134
PTPRB	-2.5142
NEU3	-2.5151
SNAP29	-2.5163
LINC01237.1	-2.5166
LINC01305	-2.5167
NDUFS7	-2.5167
MACROH2A1	-2.5179
SREBF1	-2.5183
ADAMTS15	-2.5213
CCDC74B	-2.5218
NCLN	-2.5235
IQCB1	-2.5243
ZNF346	-2.5244
LINC00910	-2.5244
RASL11B	-2.5248
ND4	-2.5249
RAD52	-2.5251
TCAIM	-2.5259
ANKS1A	-2.5261
MBTD1	-2.5263
CCT8	-2.5267
DOK4	-2.5272
SLC44A4.1	-2.5286
LINC00908	-2.5291
MCHR1	-2.5293
USE1	-2.5293
ZDHHC9	-2.5299
TMEM52	-2.5299
LRRCC1	-2.53
AMOT	-2.5316
SLC27A5	-2.5317
RPL34	-2.5317
INPP5B	-2.5319
HAX1	-2.5322
GSTM2	-2.5323
ARHGAP39	-2.5326
AVEN	-2.5341
MTFR2	-2.5359
NATD1	-2.5362
DANCR	-2.5364
TTC26	-2.5368
HS6ST1	-2.5376
PROS1	-2.5378
MGAT4A	-2.5379
NPB	-2.5379
LOC100421508	-2.5398
WNT9A	-2.54
TSSK6	-2.5404
ZNF784	-2.5408
CALM2	-2.5416
DDAH2.1	-2.542
COX14	-2.5421
HADHB	-2.5424
TNFSF13	-2.5426
TSPOAP1-AS1	-2.5445
ZCCHC9	-2.5468
ND4L	-2.5499
ANO7	-2.5501
C1orf220	-2.5503
USP46-DT	-2.5507
MCUB	-2.5527
ARTN	-2.5539
GOLM1	-2.5542
TBL3	-2.5545
PEDS1	-2.5557
MESP2	-2.5559
SRPRB	-2.5589
STX8	-2.5591
NDUFC2	-2.5646
CD93	-2.5647
ADAT3	-2.5648
SLC25A5-AS1	-2.5648
NOTCH4.1	-2.5651
TNFRSF13C	-2.566
GNB4	-2.5676
GPRC5C	-2.5688
RPA2	-2.5691
DOCK5	-2.5694
FAM228B	-2.5697
FAM182A	-2.5709
ACRV1	-2.5717
PREX1	-2.5731
THOC7	-2.5733
GNAS	-2.5735
CARD11	-2.5751
AGBL2	-2.5753
BOLA2.1	-2.5756
DONSON	-2.5762
MFF	-2.5769
UCHL5	-2.5775
ALG9	-2.5775
ANXA9	-2.5782
ND5	-2.5789
CYTB	-2.5802
ANKRD20A1	-2.5812
DYNC1H1	-2.5814
NUP107	-2.5836
DEAF1.1	-2.5846
VPS52	-2.5849
KHDRBS2	-2.5857
ZBTB3	-2.5857
VPS50	-2.5858
ANK2	-2.5862
ILDR2	-2.5863
FOXK1	-2.5873
PGGHG	-2.5874
DMAC2	-2.5877
CENPS	-2.588
RPL11	-2.5884
ND1	-2.5888
EXTL2	-2.59
HIRA	-2.5909
UNC5C	-2.5946
RNF175	-2.5964
RPL31	-2.5966
ADD3	-2.5966
PLEKHG4	-2.5973
SPHK2	-2.6021
SLC22A18AS	-2.6044
SCLY	-2.6056
HSPB11	-2.6059
TBXA2R	-2.606
LEMD2	-2.6062
PSKH1	-2.6068
BLOC1S3	-2.6072
RNASEH1-AS1	-2.6072
EDRF1-DT	-2.6075
CSKMT	-2.6088
DEPDC1	-2.6089
ASCL2	-2.6092
RNF170	-2.6095
TJP3	-2.6132
KLF8	-2.6137
GTF2H4	-2.614
SLX1B-SULT1A4	-2.614
SYT3	-2.6146
PHYHIP	-2.6156
B4GALT3	-2.6157
CCS	-2.6157
ISL1	-2.6164
FGF22	-2.6165
TIGD1	-2.6172
LPCAT3	-2.6175
LSM14B	-2.6199
LINC02609	-2.6205
PLEKHF1	-2.6225
ZNF749	-2.623
MTCO1P40	-2.6237
TFPT	-2.6241
LOC105369438	-2.6247
NAA10	-2.6249
FAM27C	-2.625
EGLN3	-2.6266
TMEM240	-2.627
UTS2	-2.6278
LINC01266	-2.6281
WASHC5	-2.6284
CCDC92.1	-2.6296
MTMR12	-2.6312
PCBD2	-2.6325
LOC105375743	-2.6325
LAMTOR4	-2.6335
ATAD2	-2.6337
SHPRH	-2.6348
IMP4	-2.6367
STARD9	-2.6367
FAM89B	-2.6369
OGDHL	-2.6371
LOC392787	-2.638
LINC01145	-2.6382
UTP6	-2.6384
GPR27	-2.6386
H2AZ1	-2.6395
DHRS11	-2.6397
AGAP1	-2.6403
SRF	-2.6404
PDE7A	-2.641
DIP2A	-2.6427
TMEM106B	-2.6427
MTFMT	-2.6428
NAA38	-2.643
PSMC5	-2.6434
NEXN	-2.6457
FASTKD3	-2.6475
SMARCD3	-2.6478
ARHGEF33	-2.6485
ATP6	-2.6491
FBXO25	-2.6492
RDH13.1	-2.65
USP22	-2.6507
PPT2.2	-2.6517
GRM4	-2.6536
ECSCR	-2.6552
FAM219A	-2.6555
TRIB2	-2.6557
CERS2	-2.6558
FABP5	-2.6559
RASAL3	-2.6579
CDC25A	-2.6605
LINC00967	-2.662
ADAP2	-2.6637
AATF	-2.6637
PTCH2	-2.664
CLTA	-2.664
MTG1	-2.6649
NFAM1	-2.6658
ZNF730	-2.6672
OSGEP	-2.6679
POLR1A	-2.6694
BICRAL	-2.6694
SLPI	-2.6696
RFC1	-2.6702
MEAF6	-2.6706
IGFBPL1	-2.6717
OVCA2	-2.6737
PRSS57	-2.6739
IQCE	-2.6739
AP2A2.1	-2.674
ZNF710	-2.6743
FLII	-2.6743
DIMT1	-2.6771
ZNF717	-2.6774
GDF1	-2.6785
EXOC4	-2.6787
ISOC2	-2.6795
INTS5	-2.6803
GPR19	-2.6812
PKIA	-2.6822
AKR7A3	-2.6833
COMTD1	-2.684
ANO10	-2.6847
TXNDC9	-2.6857
ZFP28	-2.6859
VPS36	-2.6876
CHPF	-2.6878
CARMIL3	-2.6881
XYLB	-2.6892
SHCBP1	-2.69
LOC441666	-2.6927
ARHGAP12	-2.6932
SLC6A9	-2.6948
PRAM1	-2.6963
LEKR1	-2.6972
POLL	-2.6977
NAXE	-2.7005
ST8SIA5	-2.7032
RAB15	-2.7034
COG6	-2.7038
ZNF252P	-2.7052
KIF21B	-2.7058
UBE2D4	-2.7061
TDRKH-AS1	-2.7064
PPP1R32	-2.7069
LIME1	-2.7072
SEPTIN8	-2.7076
RNF130	-2.7085
CEP72	-2.709
KLF13	-2.7099
MYL12A	-2.7111
PIGF	-2.7114
ZBTB24	-2.7117
LOC102724250	-2.7121
CPNE7	-2.7127
UGT8	-2.7138
MARS2	-2.7147
MBL1P	-2.7153
NBPF20	-2.7161
LSP1P5	-2.7164
ARL17A.1	-2.7169
UBQLNL	-2.7178
EVA1C	-2.7186
SS18L1	-2.7188
EBAG9	-2.719
AIF1L	-2.7192
ZMYND12	-2.7193
ABHD14A-ACY1	-2.7199
PPP1R36	-2.7204
SCAMP3	-2.7205
MPV17	-2.7208
ANAPC11	-2.7244
ZNF846	-2.7244
PHKA2	-2.7253
CCDC102A	-2.7261
COQ10A	-2.7268
TDRD5	-2.7268
DTD1	-2.7272
AQP11	-2.7279
DLEU7	-2.728
GYG1	-2.728
NOP2	-2.7287
TBC1D2	-2.7298
APOBR	-2.7301
GATB	-2.7302
TRIM14	-2.7305
AJUBA	-2.7305
LOC101927060	-2.7312
BAK1	-2.7312
ZNF419	-2.7318
SEMA6A	-2.7322
STK16	-2.7327
ARMC7	-2.7342
NINJ2-AS1	-2.7345
CAMKK1	-2.7353
IGFBP2	-2.7354
ARHGDIA	-2.7357
WFS1	-2.7363
LINC01409	-2.7376
SPATA41	-2.738
CACTIN-AS1	-2.7383
GSTA4	-2.7383
LOC102723701	-2.739
PLK4	-2.7392
PITPNM1	-2.7418
ARMC10.1	-2.7418
ZFP62	-2.742
HSH2D	-2.7433
EIF2D	-2.7438
IGSF3	-2.7462
KCP	-2.7467
MTX2	-2.7478
TSC22D1-AS1	-2.7479
IMPACT	-2.7481
SELENON	-2.7486
FGD5-AS1	-2.7487
DHFR2	-2.7492
MRPL24	-2.7494
FTH1P2	-2.7496
CYP4F29P	-2.7497
PTMA	-2.7509
ZNF569	-2.7512
LGI2	-2.7525
INSIG2	-2.7526
ATP8	-2.7535
UNC5A	-2.7539
TSC2	-2.756
HTRA2	-2.7562
LYRM7	-2.7562
CENPBD1P1	-2.7567
XPO5	-2.7567
NOMO1	-2.757
ADAMTS18	-2.7603
PCED1B	-2.7603
KASH5	-2.761
CDK2	-2.7613
SERINC2	-2.7615
HCG27	-2.7623
LOC100422687	-2.7626
NUTF2	-2.7628
CAPG	-2.7639
ADAT2	-2.7648
MCAT	-2.7654
DNASE2	-2.7659
INKA2	-2.7666
HORMAD2-AS1	-2.7691
AARS2	-2.7692
C4orf54	-2.7709
DHRS1	-2.773
MRPL23	-2.7742
CCDC34	-2.7745
PIGB	-2.7745
NBEAP2	-2.7746
PMPCA	-2.7747
NXF3	-2.7753
RNF220	-2.7765
ATAD3C	-2.7766
POLD3	-2.7767
ASB2	-2.778
CRYZ	-2.7783
SRRD	-2.7786
WDR18	-2.7798
SDF2L1	-2.7812
PWWP3A	-2.7818
LOC100506100	-2.7818
TAS1R3	-2.7829
STAM-AS1	-2.7829
LOC105375614	-2.784
TMEM147	-2.7852
ST8SIA4	-2.7857
HSD17B8	-2.786
SCPEP1	-2.7875
ZNF700	-2.7879
BPNT1	-2.7882
ZNF581	-2.7889
P3H4	-2.7898
NTAN1	-2.79
LOC100129484	-2.7906
CCDC183-AS1	-2.7914
TRIOBP	-2.7918
CWC27	-2.792
UBQLN2	-2.7926
MEIG1	-2.7939
MACROD1	-2.7949
CIAO1	-2.7969
LDHA	-2.7976
TMEM254	-2.7999
PRDX6-AS1	-2.8001
EXOC3	-2.8004
AKR1C2	-2.8008
RPL32	-2.8014
LILRB4.2	-2.8019
CFAP44	-2.8022
TBC1D22A	-2.8027
RRM2	-2.8032
CHRNB1	-2.8033
RNF167	-2.8039
SLC24A1	-2.8043
SLC44A3	-2.8045
RAD51-AS1	-2.8055
CHAC1	-2.8059
PLP2	-2.8059
KIAA1614	-2.8061
TAX1BP3	-2.8062
CHADL	-2.8069
LOC102724219	-2.8077
TSPAN12	-2.8083
PRORSD1P	-2.8085
CCDC86	-2.8101
OSCAR	-2.8103
TMOD4	-2.8104
MGA	-2.8115
FAM72A	-2.8125
IGLV3-9	-2.8144
VPS13C	-2.8146
PDHA1	-2.8149
LETMD1	-2.8175
DMTN	-2.8181
MRPL11	-2.8181
C20orf194	-2.8211
CLEC4G	-2.8217
ZBED3-AS1	-2.8221
LENG8.3	-2.8223
LOC107984156	-2.8234
SLC35B4	-2.8238
CSNK1E	-2.8239
HAUS3	-2.8243
TIMM8A	-2.8243
PIR	-2.8245
RNPC3	-2.8245
RPS28	-2.8247
C8orf58	-2.8251
SCAI	-2.8256
DOCK3	-2.8276
LINC00654	-2.8277
CALML4	-2.8279
EBPL	-2.8298
TMEM161A	-2.8317
KDELR3	-2.8319
APOL2	-2.8324
SULT1A2	-2.8337
LINC01659	-2.8361
DHPS	-2.8365
CAPN10-DT	-2.8371
PNMA3	-2.8378
HTATIP2	-2.8378
PIP4K2B	-2.8384
SCG5	-2.8403
IPO13	-2.8404
ATAD3A	-2.8415
PFKL	-2.8423
GUCY2F	-2.8423
TMEM8B	-2.8428
ZNF837	-2.8449
IRF5	-2.8464
MEX3D	-2.8469
ALX1	-2.8477
OGFOD1	-2.8478
NUP133	-2.8479
ACOT13	-2.8486
HSPG2	-2.8492
RGMA	-2.8493
SRSF9	-2.8497
FPGT-TNNI3K	-2.8499
BTN3A3	-2.8505
CD19	-2.8507
USP32	-2.8533
SYPL1	-2.8544
EHMT2.1	-2.8547
PEX10	-2.8567
LRRC61	-2.8569
MESP1	-2.8574
MTARC2	-2.8579
SLC15A4	-2.8585
EXO1	-2.859
FCAMR	-2.8607
PIWIL4	-2.8615
FRA10AC1	-2.8618
NES	-2.8627
GNA14	-2.8635
INPP5A	-2.8642
TCAF1P1	-2.8654
MDC1.2	-2.8669
DDRGK1	-2.8671
HOMER2	-2.8675
SAT2	-2.8699
ATP5PO	-2.8703
CBR4	-2.8712
GIHCG	-2.8718
HPRT1	-2.872
GCAT	-2.872
MYOF	-2.8733
SNRPN	-2.8735
FKBP1A	-2.8737
NOMO2	-2.8752
CEACAM4	-2.8759
CTDSP1	-2.8765
SPATA7	-2.8768
CTNNA2	-2.8782
NMNAT2	-2.8784
HMX3	-2.8784
SCN4A	-2.8786
LTBP4	-2.879
CFAP97	-2.8794
SCARNA22	-2.88
PNP	-2.8808
CCM2	-2.8814
PROSER3	-2.8816
EEF1AKMT2	-2.8825
LYSMD1	-2.8827
SPSB3	-2.8837
TRIM71	-2.8846
TPTE2	-2.8853
KCNIP3	-2.8856
COQ3	-2.8876
EFCAB7	-2.8879
RUNX2	-2.89
SNRNP40	-2.8917
RDH13	-2.8954
CUX2	-2.8966
COL18A1	-2.8972
MNDA	-2.8979
ITM2C	-2.8992
RMI1	-2.8997
ZNF236-DT	-2.9035
LINC01504	-2.9041
HDAC5	-2.9042
KLHL22	-2.9043
ARL4D	-2.9057
GPR162	-2.9058
DIPK2A	-2.9063
ZFYVE19	-2.907
TMEM60	-2.9073
NCEH1	-2.908
LRRC63	-2.9088
DENND1C	-2.91
RBL1	-2.9117
DHRS7	-2.912
C1GALT1C1L	-2.9123
MIR6753	-2.913
SNHG25	-2.9132
RUVBL2	-2.9132
LAT	-2.9143
CCHCR1.2	-2.9148
APEX2	-2.9159
SLX4IP	-2.916
SIGLEC11	-2.9171
HSF4	-2.9174
PFKP	-2.9177
HPCAL1	-2.9177
NKX2-3	-2.9188
QSOX1	-2.9194
PCDHB4	-2.9208
MAP4	-2.9214
C1QTNF3-AMACR	-2.9225
NONO	-2.925
FKBP3	-2.9254
FRMPD2	-2.926
MLYCD	-2.9262
MED11	-2.9264
NXN	-2.9265
ABLIM2	-2.9285
NT5C1A	-2.9287
ADORA3	-2.9293
XRCC4	-2.9295
GOT2	-2.93
GK5	-2.9341
TMEM97	-2.9356
RNF168	-2.936
CRABP1	-2.9363
PDSS2	-2.9365
ZNF559	-2.9376
EFHD1	-2.9379
BATF3	-2.9383
ABCF2	-2.939
CCDC142	-2.9404
HEXIM2	-2.9412
LOC101928120	-2.9441
DCST2	-2.9455
MARCHF8	-2.9456
ATXN10	-2.9457
ND6	-2.9462
HARS1	-2.9466
ZNF583	-2.947
AUNIP	-2.9474
GFOD1	-2.9477
C1orf127	-2.9477
AHNAK2	-2.9481
XRCC5	-2.9504
NDUFA4L2	-2.9506
TWIST2	-2.9506
SLC39A11	-2.9508
ZNHIT1	-2.951
TMEM198B	-2.9512
SSR4P1	-2.9514
CCDC102B	-2.9516
BPGM	-2.9517
INTS3	-2.9524
FUT11	-2.9531
DYRK1B	-2.9532
PDGFD	-2.9533
TAP2.1	-2.9536
LRATD2	-2.954
SDC1	-2.9546
PCDHGA10	-2.9548
TMEM102	-2.9569
CMPK1	-2.958
TCEA3	-2.9588
ZC2HC1C	-2.9595
CDS1	-2.9599
PPP1CA	-2.9602
GFRA3	-2.9609
RABIF	-2.9611
DHRS4L1	-2.9624
C19orf12	-2.964
GARNL3	-2.9642
COPS7A	-2.9653
STOX1	-2.9654
SUN1	-2.9675
SLFNL1	-2.9679
DMRTA2	-2.9684
PTPRU	-2.9686
ZNF25	-2.9688
TBC1D10C	-2.9709
ND3	-2.9715
PADI2	-2.9731
ZNF331	-2.9735
MACIR	-2.9743
FEV	-2.9748
OSTC	-2.9756
BET1L	-2.9761
CCDC107	-2.9772
TTC5	-2.9782
MTUS2	-2.979
LOC643630	-2.9795
CALM3	-2.9795
DENND6B	-2.9816
SEZ6L2	-2.9828
INVS	-2.9833
FAAP20	-2.9837
MCEE	-2.9842
C16orf95	-2.9854
PTCD2	-2.9859
CCDC183	-2.9859
CDRT15L2	-2.9863
TP73	-2.9873
THAP8	-2.9874
STIM2	-2.988
FADS2	-2.9908
PRUNE1	-2.993
MIR4477B	-2.9938
ADAM21	-2.9941
NCAPH2	-2.9952
AVPR1B	-2.9965
TTI1	-2.9975
DIAPH1	-2.9983
RHOBTB1	-2.9989
IL17RC	-3.0001
AURKA	-3.0017
ZNF449	-3.0026
ITGB1BP1	-3.0035
COPZ2	-3.0036
LOC101929054	-3.0047
SMIM20	-3.0062
MRPL51	-3.0071
KIFAP3	-3.008
GDI2	-3.0094
ILVBL	-3.0099
CSAD	-3.0103
MICA.3	-3.0117
SAYSD1	-3.0119
NENF	-3.0136
TSPAN3	-3.0138
HLCS	-3.0151
RAD51AP1	-3.0168
ANKRD23	-3.017
MEGF6	-3.0174
YARS1	-3.0177
OR1F1	-3.0228
C22orf34	-3.0228
FPGT	-3.0235
RPL35A	-3.025
SEMA3F	-3.0274
GPAM	-3.0275
APBA2.1	-3.0277
SIRPD	-3.028
C19orf54	-3.0281
TMEM187	-3.0296
MSL1	-3.0311
NGLY1	-3.0317
LOC105376805	-3.0321
TMEM50B	-3.0322
GTF2H2C_2	-3.0324
PAQR7	-3.0327
LDLRAD2	-3.033
RPS7	-3.0331
COG7	-3.0337
LINC00106	-3.0348
MRPL48	-3.0383
RNF139-AS1	-3.043
SZT2-AS1	-3.0435
ZSCAN30	-3.0441
MRPL20-AS1	-3.0443
HOXB4	-3.0444
PRDX2	-3.0465
ZCCHC24	-3.0467
LYRM9	-3.0469
LUC7L3	-3.0485
GPR85	-3.0488
ATRAID	-3.0492
PRELID2	-3.05
ATP7B	-3.0502
NEUROG3	-3.0505
TSEN15	-3.051
GABRA4	-3.0511
HSPBP1	-3.0515
PHKB	-3.0533
L3MBTL2	-3.0551
FAM20C	-3.0556
GLO1	-3.057
MAP10	-3.0572
FAM81A	-3.0577
SLC35A1	-3.058
STOML2	-3.0598
VLDLR-AS1	-3.0603
POU4F2	-3.0606
NAPRT	-3.0614
UACA	-3.0616
ATPAF1	-3.0633
KLHDC2	-3.0636
LARGE2	-3.064
MFAP4	-3.0641
LOC257396	-3.0641
FAHD1	-3.0671
BLOC1S1	-3.0676
B3GALT6	-3.0683
INHBB	-3.0703
C9orf163	-3.0716
GGH	-3.0723
CAPN5	-3.0728
BLVRA	-3.073
CCDC167	-3.0746
CLDN23	-3.0751
RDH5	-3.0758
RCBTB2	-3.0767
DHX32	-3.077
PPIL3	-3.0771
GTPBP6	-3.0772
NUP155	-3.0772
ACOX3	-3.079
RECQL5	-3.0795
MED31	-3.0807
TXNL4A	-3.0818
CD5L	-3.0829
CCNQ	-3.0846
GTF2A2	-3.0854
SORL1	-3.0855
MFSD13A	-3.0881
SRSF8	-3.0882
ETV1	-3.0886
THEM4	-3.0889
MGAT2	-3.09
RNF5	-3.0904
SLC25A24	-3.0908
GTF2H5	-3.0909
CLDN9	-3.0921
TEC	-3.094
BOP1	-3.0948
PDIK1L	-3.0954
HNRNPUL2-BSCL2	-3.0955
MANEA-DT	-3.0974
KL	-3.0999
ACACA.1	-3.1001
VMAC	-3.104
NDUFA9	-3.1043
IRF3	-3.1054
MCMBP	-3.1067
ACRBP	-3.1073
PITX1	-3.1084
ATPSCKMT	-3.1086
DYNLT2	-3.1099
EFNA4	-3.1105
TARS2	-3.1108
L2HGDH	-3.111
SLC29A2	-3.1113
PARD6B	-3.112
ELOA-AS1	-3.1125
MPP1	-3.115
RNF157	-3.1162
RHNO1	-3.1171
SURF2	-3.1177
DEPDC5	-3.1178
LDB1	-3.1188
NDUFAB1	-3.1194
SLAMF6	-3.1198
REX1BD	-3.1201
TMEM179B	-3.1203
WRNIP1	-3.1212
TMEM144	-3.1231
GLDC	-3.1235
IGFBP7	-3.1236
TMED8	-3.1238
ATP5MF-PTCD1	-3.1241
PARP16	-3.1244
MTRES1	-3.1248
CLUAP1	-3.1252
LRRC41	-3.1254
RNF125	-3.1257
ASRGL1	-3.126
TXNRD3	-3.1267
LOC112268269	-3.1272
PELI3	-3.1274
MIS18BP1	-3.1277
LOC103344931	-3.1278
APMAP	-3.1285
CEP57L1	-3.1295
IGSF10	-3.1298
DDX10P1	-3.13
BRCC3P1	-3.1303
COPG1	-3.1317
EXOSC8	-3.132
RBM38	-3.1328
ELMO3	-3.1351
NUP50-DT	-3.1352
ZNF783	-3.1352
CIPC	-3.1353
EIF3FP3	-3.137
ZNF628	-3.1389
ACADM	-3.1407
CNKSR2	-3.1413
TMEM159	-3.1416
ZNF862	-3.1431
CCER2	-3.1437
TEX22	-3.1438
NDOR1	-3.1442
PCDHGA9	-3.1447
MICOS13	-3.1458
ECHDC3	-3.1476
RBFOX2	-3.1482
CLYBL	-3.1483
ANO8	-3.1486
PIGW	-3.1491
TUSC8	-3.1496
H6PD	-3.1503
UBL4B	-3.1504
CD247	-3.151
SND1	-3.1514
RPS3A	-3.152
RRAS	-3.152
MTATP6P1	-3.1524
LOC107985246	-3.1526
HDAC4-AS1	-3.1528
FBXO44	-3.1528
ZCCHC18	-3.1538
C1S	-3.1538
BLVRB	-3.1542
SNAI3	-3.1546
TSPAN14	-3.1548
B3GLCT	-3.157
ATP1A1-AS1	-3.1572
IFT80	-3.1598
EGFL7	-3.1601
ZCCHC17	-3.1611
DGAT1	-3.1619
ZGRF1	-3.1627
POMGNT1	-3.1627
RNASET2	-3.1637
SLC35F3	-3.1638
PACC1	-3.165
TUT1	-3.167
GAS1	-3.1685
HDAC6	-3.1709
RETSAT	-3.171
CEP63	-3.1714
RANBP1	-3.172
IPP	-3.1724
HEATR6	-3.1741
TRAM1	-3.1752
ICAM3	-3.1752
CCR1	-3.1765
CES4A	-3.1794
HOMEZ	-3.1803
TMEM160	-3.1804
NIT1	-3.1809
SP2-AS1	-3.1813
PDK3	-3.1822
RMND5B	-3.1826
VMA21	-3.1826
FGD1	-3.1828
C3orf86	-3.1829
PRXL2A	-3.183
CRYBB2P1	-3.183
ADORA1	-3.1831
HCN3	-3.1841
PSMA2	-3.1842
HACD3	-3.1847
TAP2	-3.185
MAP2K6	-3.1852
E4F1	-3.1852
SURF1	-3.1867
COX2	-3.187
SMIM10L2B	-3.1873
LIMK1	-3.1876
SFMBT2	-3.1881
LRRC17	-3.1894
GALNT6	-3.19
NPW	-3.1907
POLR3K	-3.1909
DDX56	-3.1925
SPIN1	-3.1926
PLCG2	-3.1955
LMF2	-3.1958
IFI27L2	-3.1964
LOC102724159	-3.1974
DUSP19	-3.1978
LZTR1	-3.1995
CENPQ	-3.2005
LAX1	-3.2022
ZNF302	-3.2023
CCDC27	-3.2025
RNASEH2B	-3.2036
SLC23A3	-3.2045
C11orf71	-3.2047
NDUFS3	-3.2054
LOC389831	-3.2069
CTNNBIP1	-3.209
PTRHD1	-3.2093
AXIN1	-3.2113
NFATC2IP	-3.2124
COL26A1	-3.2125
RABEP2	-3.2131
LILRA1	-3.214
MYH10	-3.2145
ERMN	-3.2148
BRD3	-3.215
TIMM29	-3.218
INHA	-3.218
SEMA4B	-3.2194
SH3BGRL	-3.2196
GBGT1	-3.2212
CISD2	-3.2222
CLPTM1L	-3.2224
CCHCR1.3	-3.2239
MRPL36	-3.224
ST3GAL5	-3.2245
DYRK4	-3.2247
SCD5	-3.2261
SMUG1	-3.2262
EXOC3-AS1	-3.2262
CRYBG3	-3.2266
SMIM10L2A	-3.2273
ZNF718	-3.2273
WDR55	-3.2274
LINC01089	-3.2277
ALDH6A1	-3.2282
MTA1	-3.2287
PAIP2B	-3.2294
LRRC25	-3.2296
TRPV1	-3.2298
DTYMK	-3.2309
SLC1A5	-3.2314
RENBP	-3.2316
LMTK3	-3.2317
CLIP3	-3.2329
CCT7	-3.2329
SSC4D	-3.2333
ZWINT	-3.2338
C22orf39	-3.2345
PXYLP1	-3.2354
TXLNA	-3.2358
CPSF3	-3.2368
CAPN15	-3.2374
TAF4.1	-3.2377
HAAO	-3.2377
GDPGP1	-3.2399
SCML2	-3.2414
RUSF1	-3.2415
TMEM251	-3.2419
NKX6-1	-3.2426
MFF-DT	-3.244
TBX18	-3.247
ZNF446	-3.2477
SLFNL1-AS1	-3.2485
DDX31	-3.2493
MALSU1	-3.2494
PYURF	-3.2497
TUBG2	-3.2499
IL17RE	-3.2552
GPR65	-3.2567
EDEM2	-3.2575
BTLA	-3.258
ZFP82	-3.258
CCDC66	-3.2588
RCL1	-3.2602
KCTD14	-3.2603
TRMT2B	-3.2613
C6orf136	-3.2615
DRP2	-3.2615
RPL18	-3.2635
FAM66B	-3.2637
ZFAND1	-3.2643
GBA	-3.2645
ACKR2	-3.2653
BTBD6	-3.2654
ZYG11A	-3.2658
NKAIN1	-3.2672
PIK3C2B	-3.2686
NAAA	-3.2691
COX15	-3.2693
KDM4A	-3.2694
NELL2	-3.2696
M1AP	-3.2723
NOC2LP1	-3.2737
ZBED3	-3.2749
TUFM	-3.275
ZBTB14	-3.275
ATP5IF1	-3.2773
SNU13	-3.2784
CD300C	-3.2788
SMC2	-3.2792
CCDC22	-3.2792
EPDR1	-3.2808
ITGA11	-3.281
RANGRF	-3.2832
ETHE1	-3.2836
PPIL2	-3.2842
STARD4-AS1	-3.2846
ANTKMT	-3.2846
MRAP2	-3.2849
SLC27A1	-3.2858
FGL1	-3.2859
TMEM81	-3.2872
ALG3	-3.2893
GPC2	-3.2908
LOC107985216	-3.2922
LOC648987	-3.2928
WDR5B	-3.2929
WDR54	-3.2934
PAM16	-3.2949
NPAS1	-3.2951
