GO.ID	Description	p.Val	FDR	Phenotype	Genes
CDC42 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013148	CDC42 GTPase cycle	0.0008802339145896537	0.0008802339145896537	+1	
RRNA METABOLIC PROCESS%GOBP%GO:0016072	rRNA metabolic process	0.0008934922669090819	0.0008934922669090819	+1	
ADENYL RIBONUCLEOTIDE BINDING%GOMF%GO:0032559	adenyl ribonucleotide binding	0.0009479645756544209	0.0009479645756544209	+1	
MAGNESIUM ION BINDING%GOMF%GO:0000287	magnesium ion binding	0.0009724343217854376	0.0009724343217854376	+1	
S PHASE%REACTOME DATABASE ID RELEASE 78%69242	S Phase	0.0009724343217854376	0.0009724343217854376	+1	
POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727	positive regulation of translation	0.0009811445434820484	0.0009811445434820484	+1	
VESICLE ORGANIZATION%GOBP%GO:0016050	vesicle organization	0.0009900367988011647	0.0009900367988011647	+1	
NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031400	negative regulation of protein modification process	0.001016165242601947	0.001016165242601947	+1	
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014	positive regulation of mRNA catabolic process	0.0010208774152180205	0.0010208774152180205	+1	
REGULATION OF CELL DIFFERENTIATION%GOBP%GO:0045595	regulation of cell differentiation	0.0010422695982866984	0.0010422695982866984	+1	
G2 M TRANSITION%REACTOME%R-HSA-69275.7	G2 M Transition	0.0010469623847057705	0.0010469623847057705	+1	
HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES, IN PHOSPHORUS-CONTAINING ANHYDRIDES%GOMF%GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0.0010512818710449008	0.0010512818710449008	+1	
HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES%GOMF%GO:0016817	hydrolase activity, acting on acid anhydrides	0.0010512818710449008	0.0010512818710449008	+1	
PYROPHOSPHATASE ACTIVITY%GOMF%GO:0016462	pyrophosphatase activity	0.0010512818710449008	0.0010512818710449008	+1	
REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045	regulation of sister chromatid segregation	0.0010613301846269898	0.0010613301846269898	+1	
PMC6885354__F4	Analysis of miRNA expression profiles in the liver of Clock-delta19 mutant mice	0.0010613301846269898	0.0010613301846269898	+1	
NEUTROPHIL DEGRANULATION%REACTOME%R-HSA-6798695.3	Neutrophil degranulation	0.0010627753758269375	0.0010627753758269375	+1	
ENZYME ACTIVATOR ACTIVITY%GOMF%GO:0008047	enzyme activator activity	0.0011014069714847371	0.0011014069714847371	+1	
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20240910%WP45%HOMO SAPIENS	G1 to S cell cycle control	0.001111759059899396	0.001111759059899396	+1	
G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000086	G2/M transition of mitotic cell cycle	0.001111759059899396	0.001111759059899396	+1	
REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902903	regulation of supramolecular fiber organization	0.001152193298086985	0.001152193298086985	+1	
RRNA PROCESSING%REACTOME%R-HSA-72312.5	rRNA processing	0.001164390415667337	0.001164390415667337	+1	
EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY	EPO signaling pathway	0.0012177117533574	0.0012177117533574	+1	
MACROAUTOPHAGY%GOBP%GO:0016236	macroautophagy	0.001238054860705664	0.001238054860705664	+1	
PMC4697333__F4	Reconstruction of TGFBsignaling pathway (target instance)	0.001261100811281848	0.001261100811281848	+1	
HISTONE ACETYLTRANSFERASE COMPLEX%GOCC%GO:0000123	histone acetyltransferase complex	0.0013531760061906192	0.0013531760061906192	+1	
ACETYLTRANSFERASE ACTIVITY%GOMF%GO:0016407	acetyltransferase activity	0.001378080541050512	0.001378080541050512	+1	
RNA POLYMERASE II-SPECIFIC DNA-BINDING TRANSCRIPTION FACTOR BINDING%GOMF%GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	0.0013873097590460838	0.0013873097590460838	+1	
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME%R-HSA-168138.6	Toll Like Receptor 9 (TLR9) Cascade	0.0014175987824908472	0.0014175987824908472	+1	
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	response to tumor necrosis factor	0.0014175987824908472	0.0014175987824908472	+1	
SMALL GTPASE BINDING%GOMF%GO:0031267	small GTPase binding	0.001429072396024197	0.001429072396024197	+1	
CHROMOSOME ORGANIZATION%GOMF%GO:0051276	chromosome organization	0.0014484913024907218	0.0014484913024907218	+1	
DNA CONFORMATION CHANGE%GOMF%GO:0071103	DNA conformation change	0.0014484913024907218	0.0014484913024907218	+1	
DNA DUPLEX UNWINDING%GOMF%GO:0032508	DNA duplex unwinding	0.0014484913024907218	0.0014484913024907218	+1	
DNA GEOMETRIC CHANGE%GOMF%GO:0032392	DNA geometric change	0.0014484913024907218	0.0014484913024907218	+1	
DNA HELICASE ACTIVITY%GOMF%GO:0003678	DNA helicase activity	0.0014484913024907218	0.0014484913024907218	+1	
PMC5461634__F3	Sub-network of cell cycle pathway regulated by C1orf132 and TMPO-AS1	0.0014484913024907218	0.0014484913024907218	+1	
LYTIC VACUOLE MEMBRANE%GOCC%GO:0098852	lytic vacuole membrane	0.0014508565283599811	0.0014508565283599811	+1	
LYSOSOMAL MEMBRANE%GOCC%GO:0005765	lysosomal membrane	0.0014508565283599811	0.0014508565283599811	+1	
VACUOLAR MEMBRANE%GOCC%GO:0005774	vacuolar membrane	0.0014572967691260314	0.0014572967691260314	+1	
RIBOSOME%GOCC%GO:0005840	ribosome	0.0014624409859814683	0.0014624409859814683	+1	
MITOTIC DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0044773	mitotic DNA damage checkpoint signaling	0.0014749964486530471	0.0014749964486530471	+1	
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001251	negative regulation of chromosome organization	0.0014749964486530471	0.0014749964486530471	+1	
PMC8375323__F9	TIMM17A Regulatory Network Contributing to Breast Cancer	0.0014854876091936662	0.0014854876091936662	+1	
SIGNALING BY ERYTHROPOIETIN%REACTOME%R-HSA-9006335.5	Signaling by Erythropoietin	0.001491536978612909	0.001491536978612909	+1	
ION BINDING%GOMF%GO:0043167	ion binding	0.0015106238101919999	0.0015106238101919999	+1	
ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218	activation of innate immune response	0.0015373564809190194	0.0015373564809190194	+1	
RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0034976	response to endoplasmic reticulum stress	0.0015973047202003953	0.0015973047202003953	+1	
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507	regulation of microtubule cytoskeleton organization	0.0016104455837704862	0.0016104455837704862	+1	
POSITIVE REGULATION OF CELL CYCLE%GOBP%GO:0045787	positive regulation of cell cycle	0.0016508574674752932	0.0016508574674752932	+1	
EGFR1%IOB%EGFR1	EGFR1	0.0016825707062421507	0.0016825707062421507	+1	
TOLL LIKE RECEPTOR 7 8 (TLR7 8) CASCADE%REACTOME DATABASE ID RELEASE 78%168181	Toll Like Receptor 7 8 (TLR7 8) Cascade	0.0017010586357879625	0.0017010586357879625	+1	
REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051090	regulation of DNA-binding transcription factor activity	0.0017055013980177502	0.0017055013980177502	+1	
RNA SPLICING%GOBP%GO:0008380	RNA splicing	0.001707827282630842	0.001707827282630842	+1	
POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002833	positive regulation of response to biotic stimulus	0.0017526189892941206	0.0017526189892941206	+1	
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.0017747603850576867	0.0017747603850576867	+1	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	glycerophospholipid biosynthetic process	0.001865481430814176	0.001865481430814176	+1	
PHOSPHATASE BINDING%GOMF%GO:0019902	phosphatase binding	0.001945494418325563	0.001945494418325563	+1	
PMC4985183__F6	Phosphoproteome Integration Reveals Patient-Specific Networks in Prostate Cancer	0.0019793462902961832	0.0019793462902961832	+1	
DNA DUPLEX UNWINDING%GOBP%GO:0032508	DNA duplex unwinding	0.0020025070304603076	0.0020025070304603076	+1	
REGULATION OF MRNA STABILITY%GOBP%GO:0043488	regulation of mRNA stability	0.0020688265604813833	0.0020688265604813833	+1	
ATP-DEPENDENT ACTIVITY%GOMF%GO:0140657	ATP-dependent activity	0.0020789792708119435	0.0020789792708119435	+1	
TOLL-LIKE RECEPTOR CASCADES%REACTOME%R-HSA-168898.10	Toll-like Receptor Cascades	0.00208302577916503	0.00208302577916503	+1	
MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0007052	mitotic spindle organization	0.0020881862922379354	0.0020881862922379354	+1	
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX ASSEMBLY%GOBP%GO:0031334	positive regulation of protein-containing complex assembly	0.002198104551167966	0.002198104551167966	+1	
PMC7860207__F2	Significantly enriched Cell Cycle pathway from genes with high DE prior probabilities	0.0022763429201385892	0.0022763429201385892	+1	
ORGANOPHOSPHATE METABOLIC PROCESS%GOMF%GO:0019637	organophosphate metabolic process	0.002284409451054657	0.002284409451054657	+1	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	establishment of protein localization to organelle	0.0022949155378558855	0.0022949155378558855	+1	
PMC7818012__F2	Mass spectrometry-based protein‒protein interaction techniques and their applications in studies of DNA damage repair	0.0023277259715875475	0.0023277259715875475	+1	
PYRIMIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072527	pyrimidine-containing compound metabolic process	0.0023277259715875475	0.0023277259715875475	+1	
CELL CYCLE%WIKIPATHWAYS_20240910%WP179%HOMO SAPIENS	Cell cycle	0.002367724329854346	0.002367724329854346	+1	
DNA REPAIR PATHWAYS FULL NETWORK%WIKIPATHWAYS_20240910%WP4946%HOMO SAPIENS	DNA repair pathways full network	0.002367724329854346	0.002367724329854346	+1	
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234	negative regulation of apoptotic signaling pathway	0.0023745717712336614	0.0023745717712336614	+1	
GTPASE ACTIVATOR ACTIVITY%GOMF%GO:0005096	GTPase activator activity	0.0024269953725706305	0.0024269953725706305	+1	
CYTOPLASMIC VESICLE MEMBRANE%GOCC%GO:0030659	cytoplasmic vesicle membrane	0.0024325776291597065	0.0024325776291597065	+1	
PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008654	phospholipid biosynthetic process	0.0024381897084693417	0.0024381897084693417	+1	
TELOMERE ORGANIZATION%GOBP%GO:0032200	telomere organization	0.002439640214659649	0.002439640214659649	+1	
REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	regulation of interferon-beta production	0.00251164630873861	0.00251164630873861	+1	
EXTENSION OF TELOMERES%REACTOME%R-HSA-180786.4	Extension of Telomeres	0.00251164630873861	0.00251164630873861	+1	
DISEASES OF DNA REPAIR%REACTOME DATABASE ID RELEASE 78%9675135	Diseases of DNA repair	0.00251164630873861	0.00251164630873861	+1	
FAS%IOB%FAS	Fas	0.00251164630873861	0.00251164630873861	+1	
DNA GEOMETRIC CHANGE%GOBP%GO:0032392	DNA geometric change	0.0025155587556709305	0.0025155587556709305	+1	
REGULATION OF PROTEIN LOCALIZATION%GOBP%GO:0032880	regulation of protein localization	0.0025244561218170443	0.0025244561218170443	+1	
CELLULAR SENESCENCE%REACTOME DATABASE ID RELEASE 78%2559583	Cellular Senescence	0.002555954172040205	0.002555954172040205	+1	
POSITIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901875	positive regulation of post-translational protein modification	0.0026255475419290136	0.0026255475419290136	+1	
REGULATION OF CELL MIGRATION%GOBP%GO:0030334	regulation of cell migration	0.002643047235883446	0.002643047235883446	+1	
MRNA CATABOLIC PROCESS%GOBP%GO:0006402	mRNA catabolic process	0.002660172855154477	0.002660172855154477	+1	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	positive regulation of type I interferon production	0.0026665903669193603	0.0026665903669193603	+1	
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0026665903669193603	0.0026665903669193603	+1	
REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050	regulation of proteolysis involved in protein catabolic process	0.0026823557781390285	0.0026823557781390285	+1	
HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.0027114022628094013	0.0027114022628094013	+1	
APOPTOSIS SIGNALING PATHWAY%PANTHER PATHWAY%P00006	Apoptosis signaling pathway	0.0027114022628094013	0.0027114022628094013	+1	
PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.002794036993602899	0.002794036993602899	+1	
CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS	CXCR4-mediated signaling events	0.0028837616258212077	0.0028837616258212077	+1	
REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905897	regulation of response to endoplasmic reticulum stress	0.0028904228613782124	0.0028904228613782124	+1	
MRNA DESTABILIZATION%GOBP%GO:0061157	mRNA destabilization	0.0028904228613782124	0.0028904228613782124	+1	
HYDROLASE ACTIVITY, ACTING ON ESTER BONDS%GOMF%GO:0016788	hydrolase activity, acting on ester bonds	0.002935877376538354	0.002935877376538354	+1	
NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0006913	nucleocytoplasmic transport	0.002952972187886617	0.002952972187886617	+1	
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	BCR signaling pathway	0.0029774557801063987	0.0029774557801063987	+1	
CADHERIN BINDING%GOMF%GO:0045296	cadherin binding	0.003028493083942426	0.003028493083942426	+1	
REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032271	regulation of protein polymerization	0.003136409437396781	0.003136409437396781	+1	
NEGATIVE REGULATION OF RNA BIOSYNTHETIC PROCESS%GOMF%GO:1902679	negative regulation of RNA biosynthetic process	0.003157764721531195	0.003157764721531195	+1	
NEGATIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOMF%GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.003157764721531195	0.003157764721531195	+1	
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOMF%GO:0045892	negative regulation of DNA-templated transcription	0.003157764721531195	0.003157764721531195	+1	
NEGATIVE REGULATION OF RNA METABOLIC PROCESS%GOMF%GO:0051253	negative regulation of RNA metabolic process	0.003157764721531195	0.003157764721531195	+1	
PROCESSING OF CAPPED INTRON-CONTAINING PRE-MRNA%REACTOME%R-HSA-72203.6	Processing of Capped Intron-Containing Pre-mRNA	0.0031667314156556105	0.0031667314156556105	+1	
INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097193	intrinsic apoptotic signaling pathway	0.003201920602316842	0.003201920602316842	+1	
NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051053	negative regulation of DNA metabolic process	0.003201920602316842	0.003201920602316842	+1	
POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901989	positive regulation of cell cycle phase transition	0.0032108585597316044	0.0032108585597316044	+1	
REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0030071	regulation of mitotic metaphase/anaphase transition	0.0032108585597316044	0.0032108585597316044	+1	
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	E2F transcription factor network	0.003318229442984708	0.003318229442984708	+1	
PMC7970325__F10	Reconstructed differential DNA repair molecular network for the comparison of Papillary cancer (PC) vs Follicular adenoma (FA)	0.003318229442984708	0.003318229442984708	+1	
PROTEIN KINASE BINDING%GOMF%GO:0019901	protein kinase binding	0.0033418232515959744	0.0033418232515959744	+1	
SUMOYLATION%REACTOME%R-HSA-2990846.7	SUMOylation	0.003451864969062091	0.003451864969062091	+1	
FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 78%6783310	Fanconi Anemia Pathway	0.00359439994391179	0.00359439994391179	+1	
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0038967616824439203	0.0038967616824439203	+1	
REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0052548	regulation of endopeptidase activity	0.00404001521372467	0.00404001521372467	+1	
SYNTHESIS OF PIPS AT THE PLASMA MEMBRANE%REACTOME%R-HSA-1660499.8	Synthesis of PIPs at the plasma membrane	0.00410628374207653	0.00410628374207653	+1	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GOBP%GO:0000956	nuclear-transcribed mRNA catabolic process	0.0041400900074533885	0.0041400900074533885	+1	
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.0041400900074533885	0.0041400900074533885	+1	
CIRCADIAN CLOCK%REACTOME DATABASE ID RELEASE 78%400253	Circadian Clock	0.0042900277328870055	0.0042900277328870055	+1	
IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS	IL6-mediated signaling events	0.004321153510882554	0.004321153510882554	+1	
ORGANOPHOSPHATE BIOSYNTHETIC PROCESS%GOMF%GO:0090407	organophosphate biosynthetic process	0.004467184786343182	0.004467184786343182	+1	
NUCLEAR TRANSPORT%GOBP%GO:0051169	nuclear transport	0.0044925053142288365	0.0044925053142288365	+1	
PURINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072521	purine-containing compound metabolic process	0.004576567273106771	0.004576567273106771	+1	
REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241	regulation of macroautophagy	0.004607488238374412	0.004607488238374412	+1	
REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060759	regulation of response to cytokine stimulus	0.004667689538688267	0.004667689538688267	+1	
REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045859	regulation of protein kinase activity	0.004672909519003805	0.004672909519003805	+1	
REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0062207	regulation of pattern recognition receptor signaling pathway	0.004723476214863641	0.004723476214863641	+1	
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.004754803463441583	0.004754803463441583	+1	
NEGATIVE REGULATION OF CATABOLIC PROCESS%GOBP%GO:0009895	negative regulation of catabolic process	0.0047876494518417165	0.0047876494518417165	+1	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116	regulation of cysteine-type endopeptidase activity	0.005059514336491708	0.005059514336491708	+1	
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0061136	regulation of proteasomal protein catabolic process	0.005204431520659752	0.005204431520659752	+1	
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 78%380270	Recruitment of mitotic centrosome proteins and complexes	0.005244945195196415	0.005244945195196415	+1	
CENTROSOME MATURATION%REACTOME%R-HSA-380287.4	Centrosome maturation	0.005244945195196415	0.005244945195196415	+1	
REGULATION OF LOCOMOTION%GOBP%GO:0040012	regulation of locomotion	0.005321860958174303	0.005321860958174303	+1	
REGULATION OF BINDING%GOBP%GO:0051098	regulation of binding	0.005408521971834738	0.005408521971834738	+1	
PMC6839211__F8	MicroRNA-182 in ovarian cancer	0.005422866270979214	0.005422866270979214	+1	
PMC2533023__F5	Response of A549 cells exposed to crocidolite	0.005478640794131652	0.005478640794131652	+1	
RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966	response to topologically incorrect protein	0.005690834921887058	0.005690834921887058	+1	
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.6	Resolution of Sister Chromatid Cohesion	0.005763554769525704	0.005763554769525704	+1	
SINGLE-STRANDED DNA HELICASE ACTIVITY%GOMF%GO:0017116	single-stranded DNA helicase activity	0.005781272092944952	0.005781272092944952	+1	
PMC3620110__F6	Expression of GATA3 in MDA-MB-231 Triple-negative Breast Cancer Cells Induces a Growth Inhibitory Response to TGFß	0.005781272092944952	0.005781272092944952	+1	
NEGATIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042326	negative regulation of phosphorylation	0.0057990114490333745	0.0057990114490333745	+1	
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103	positive regulation of response to external stimulus	0.005801954467283252	0.005801954467283252	+1	
CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	0.005911307032476474	0.005911307032476474	+1	
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.5	rRNA processing in the nucleus and cytosol	0.006115279172142733	0.006115279172142733	+1	
REGULATION OF PROTEIN STABILITY%GOBP%GO:0031647	regulation of protein stability	0.00618746726413498	0.00618746726413498	+1	
RNA LOCALIZATION%GOBP%GO:0006403	RNA localization	0.006318715860216441	0.006318715860216441	+1	
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME%R-HSA-176187.4	Activation of ATR in response to replication stress	0.0064281715198493995	0.0064281715198493995	+1	
TOLL LIKE RECEPTOR 4 (TLR4) CASCADE%REACTOME%R-HSA-166016.4	Toll Like Receptor 4 (TLR4) Cascade	0.0066149633684124045	0.0066149633684124045	+1	
RIBOSOMAL SUBUNIT%GOCC%GO:0044391	ribosomal subunit	0.006705087477461246	0.006705087477461246	+1	
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002684	positive regulation of immune system process	0.006780209046784207	0.006780209046784207	+1	
PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0034502	protein localization to chromosome	0.0068935884541201035	0.0068935884541201035	+1	
PMC2806370__F2	Cell cycle pathway gene expression	0.0070500788636387104	0.0070500788636387104	+1	
RHOU GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013420	RHOU GTPase cycle	0.0070500788636387104	0.0070500788636387104	+1	
PMC3792024__F4	Meta-Analysis Identifies NFKB as a Therapeutic Target in Renal Cancer	0.007212322131797312	0.007212322131797312	+1	
ORGANELLE SUBCOMPARTMENT%GOCC%GO:0031984	organelle subcompartment	0.007278643093384133	0.007278643093384133	+1	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168	positive regulation of double-strand break repair via homologous recombination	0.0073573000606311665	0.0073573000606311665	+1	
REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	regulation of mRNA catabolic process	0.007370685038604021	0.007370685038604021	+1	
INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002758	innate immune response-activating signaling pathway	0.007730401830741094	0.007730401830741094	+1	
PMC5224520__F7	Bridging topological and functional information in protein interaction networks by short loops profiling	0.007776565951706741	0.007776565951706741	+1	
PMC2194763__F5	Cell cycle pathway diagram obtained from GenMAPP (Gene Map Annotator and Pathway Profiler, Gladstone Institutes, University of San Francisco, San Francisco, CA [38]	0.007882737766855942	0.007882737766855942	+1	
REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547	regulation of peptidase activity	0.007951635253994453	0.007951635253994453	+1	
RNA DESTABILIZATION%GOBP%GO:0050779	RNA destabilization	0.008126398175641784	0.008126398175641784	+1	
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	Validated targets of C-MYC transcriptional activation	0.008126398175641784	0.008126398175641784	+1	
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME DATABASE ID RELEASE 78%380320	Recruitment of NuMA to mitotic centrosomes	0.008126398175641784	0.008126398175641784	+1	
PMC7320752__F6	Protein interaction pathway analysis in metastasis	0.008266052947872403	0.008266052947872403	+1	
AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.4	AURKA Activation by TPX2	0.008291944383398349	0.008291944383398349	+1	
MYD88 DEPENDENT CASCADE INITIATED ON ENDOSOME%REACTOME%R-HSA-975155.6	MyD88 dependent cascade initiated on endosome	0.00845128253534226	0.00845128253534226	+1	
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.00845128253534226	0.00845128253534226	+1	
POSITIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001819	positive regulation of cytokine production	0.0085547075244077	0.0085547075244077	+1	
CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:0070887	cellular response to chemical stimulus	0.008574354046509086	0.008574354046509086	+1	
PI METABOLISM%REACTOME%R-HSA-1483255.7	PI Metabolism	0.008929559147814238	0.008929559147814238	+1	
METABOLISM OF LIPIDS%REACTOME%R-HSA-556833.9	Metabolism of lipids	0.008986944931710143	0.008986944931710143	+1	
POSITIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031349	positive regulation of defense response	0.009019966934010562	0.009019966934010562	+1	
POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952	positive regulation of peptidase activity	0.009046146417979857	0.009046146417979857	+1	
MRNA PROCESSING%GOBP%GO:0006397	mRNA processing	0.00909191981909021	0.00909191981909021	+1	
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS%GOBP%GO:0000375	RNA splicing, via transesterification reactions	0.009172950143827453	0.009172950143827453	+1	
RAB GEFS EXCHANGE GTP FOR GDP ON RABS%REACTOME%R-HSA-8876198.4	RAB GEFs exchange GTP for GDP on RABs	0.009545015449148694	0.009545015449148694	+1	
ENZYME-SUBSTRATE ADAPTOR ACTIVITY%GOMF%GO:0140767	enzyme-substrate adaptor activity	0.009548153643054103	0.009548153643054103	+1	
PROTEOLYSIS%GOBP%GO:0006508	proteolysis	0.009622555178393903	0.009622555178393903	+1	
PKR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 78%9833482	PKR-mediated signaling	0.009676472755177402	0.009676472755177402	+1	
TNF SIGNALING%REACTOME%R-HSA-75893.10	TNF signaling	0.009676472755177402	0.009676472755177402	+1	
TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366	transcription by RNA polymerase II	0.009735547068881462	0.009735547068881462	+1	
