GO.ID	Description	p.Val	FDR	Phenotype	Genes
NUCLEOTIDE METABOLISM%REACTOME DATABASE ID RELEASE 78%15869	Nucleotide metabolism	0.000745526508877734	0.000745526508877734	+1	71
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204	regulation of telomere maintenance	0.000747675274982298	0.000747675274982298	+1	79
RHO GTPASE EFFECTORS%REACTOME DATABASE ID RELEASE 78%195258	RHO GTPase Effectors	0.000770612003733756	0.000770612003733756	+1	175
PMC6941108__F3	Visualization of lncRNAs and mRNAs in enriched pathways	0.00077468203612009	0.00077468203612009	+1	28
DNA BIOSYNTHETIC PROCESS%GOBP%GO:0071897	DNA biosynthetic process	0.000790754114242375	0.000790754114242375	+1	50
PMC7932549__F2	Overexpression of DNA repair genes in invasive ductal and lobular breast carcinomas: Insights on individual variations and precision medicine	0.000796635524555791	0.000796635524555791	+1	40
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	Fanconi anemia pathway	0.000796635524555791	0.000796635524555791	+1	40
MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774	mitotic DNA integrity checkpoint signaling	0.000816039828485951	0.000816039828485951	+1	59
RIBONUCLEOPROTEIN COMPLEX BINDING%GOMF%GO:0043021	ribonucleoprotein complex binding	0.000823210922701235	0.000823210922701235	+1	97
PHOSPHATIDYLINOSITOL METABOLIC PROCESS%GOBP%GO:0046488	phosphatidylinositol metabolic process	0.000823210922701235	0.000823210922701235	+1	97
DNA NUCLEASE ACTIVITY%GOMF%GO:0004536	DNA nuclease activity	0.000830342326832886	0.000830342326832886	+1	48
EXONUCLEASE ACTIVITY, ACTIVE WITH EITHER RIBO- OR DEOXYRIBONUCLEIC ACIDS AND PRODUCING 5'-PHOSPHOMONOESTERS%GOMF%GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	0.000830342326832886	0.000830342326832886	+1	48
CELLULAR BIOSYNTHETIC PROCESS%GOMF%GO:0044249	cellular biosynthetic process	0.00083812801407641	0.00083812801407641	+1	209
TRANSFERASE COMPLEX, TRANSFERRING PHOSPHORUS-CONTAINING GROUPS%GOCC%GO:0061695	transferase complex, transferring phosphorus-containing groups	0.00085612260355879	0.00085612260355879	+1	190
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 78%6804756	Regulation of TP53 Activity through Phosphorylation	0.000873802033266343	0.000873802033266343	+1	69
NUCLEOBASE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOMF%GO:0034654	nucleobase-containing compound biosynthetic process	0.000874864361258697	0.000874864361258697	+1	143
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263	positive regulation of canonical Wnt signaling pathway	0.000876186846126952	0.000876186846126952	+1	64
CDC42 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013148	CDC42 GTPase cycle	0.000880233914589654	0.000880233914589654	+1	107
RRNA METABOLIC PROCESS%GOBP%GO:0016072	rRNA metabolic process	0.000893492266909082	0.000893492266909082	+1	128
ADENYL RIBONUCLEOTIDE BINDING%GOMF%GO:0032559	adenyl ribonucleotide binding	0.000947964575654421	0.000947964575654421	+1	201
MAGNESIUM ION BINDING%GOMF%GO:0000287	magnesium ion binding	0.000972434321785438	0.000972434321785438	+1	111
S PHASE%REACTOME DATABASE ID RELEASE 78%69242	S Phase	0.000972434321785438	0.000972434321785438	+1	111
POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727	positive regulation of translation	0.000981144543482048	0.000981144543482048	+1	83
VESICLE ORGANIZATION%GOBP%GO:0016050	vesicle organization	0.000990036798801165	0.000990036798801165	+1	192
NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031400	negative regulation of protein modification process	0.00101616524260195	0.00101616524260195	+1	183
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014	positive regulation of mRNA catabolic process	0.00102087741521802	0.00102087741521802	+1	67
REGULATION OF CELL DIFFERENTIATION%GOBP%GO:0045595	regulation of cell differentiation	0.0010422695982867	0.0010422695982867	+1	617
G2 M TRANSITION%REACTOME%R-HSA-69275.7	G2 M Transition	0.00104696238470577	0.00104696238470577	+1	122
HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES, IN PHOSPHORUS-CONTAINING ANHYDRIDES%GOMF%GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0.0010512818710449	0.0010512818710449	+1	292
HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES%GOMF%GO:0016817	hydrolase activity, acting on acid anhydrides	0.0010512818710449	0.0010512818710449	+1	292
PYROPHOSPHATASE ACTIVITY%GOMF%GO:0016462	pyrophosphatase activity	0.0010512818710449	0.0010512818710449	+1	292
REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045	regulation of sister chromatid segregation	0.00106133018462699	0.00106133018462699	+1	75
PMC6885354__F4	Analysis of miRNA expression profiles in the liver of Clock-delta19 mutant mice	0.00106133018462699	0.00106133018462699	+1	75
NEUTROPHIL DEGRANULATION%REACTOME%R-HSA-6798695.3	Neutrophil degranulation	0.00106277537582694	0.00106277537582694	+1	286
ENZYME ACTIVATOR ACTIVITY%GOMF%GO:0008047	enzyme activator activity	0.00110140697148474	0.00110140697148474	+1	306
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20240910%WP45%HOMO SAPIENS	G1 to S cell cycle control	0.0011117590598994	0.0011117590598994	+1	35
G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000086	G2/M transition of mitotic cell cycle	0.0011117590598994	0.0011117590598994	+1	35
REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902903	regulation of supramolecular fiber organization	0.00115219329808698	0.00115219329808698	+1	199
RRNA PROCESSING%REACTOME%R-HSA-72312.5	rRNA processing	0.00116439041566734	0.00116439041566734	+1	134
EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY	EPO signaling pathway	0.0012177117533574	0.0012177117533574	+1	30
MACROAUTOPHAGY%GOBP%GO:0016236	macroautophagy	0.00123805486070566	0.00123805486070566	+1	127
PMC4697333__F4	Reconstruction of TGFBsignaling pathway (target instance)	0.00126110081128185	0.00126110081128185	+1	73
HISTONE ACETYLTRANSFERASE COMPLEX%GOCC%GO:0000123	histone acetyltransferase complex	0.00135317600619062	0.00135317600619062	+1	68
ACETYLTRANSFERASE ACTIVITY%GOMF%GO:0016407	acetyltransferase activity	0.00137808054105051	0.00137808054105051	+1	63
RNA POLYMERASE II-SPECIFIC DNA-BINDING TRANSCRIPTION FACTOR BINDING%GOMF%GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	0.00138730975904608	0.00138730975904608	+1	192
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME%R-HSA-168138.6	Toll Like Receptor 9 (TLR9) Cascade	0.00141759878249085	0.00141759878249085	+1	79
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	response to tumor necrosis factor	0.00141759878249085	0.00141759878249085	+1	79
SMALL GTPASE BINDING%GOMF%GO:0031267	small GTPase binding	0.0014290723960242	0.0014290723960242	+1	132
CHROMOSOME ORGANIZATION%GOMF%GO:0051276	chromosome organization	0.00144849130249072	0.00144849130249072	+1	45
DNA CONFORMATION CHANGE%GOMF%GO:0071103	DNA conformation change	0.00144849130249072	0.00144849130249072	+1	45
DNA DUPLEX UNWINDING%GOMF%GO:0032508	DNA duplex unwinding	0.00144849130249072	0.00144849130249072	+1	45
DNA GEOMETRIC CHANGE%GOMF%GO:0032392	DNA geometric change	0.00144849130249072	0.00144849130249072	+1	45
DNA HELICASE ACTIVITY%GOMF%GO:0003678	DNA helicase activity	0.00144849130249072	0.00144849130249072	+1	45
PMC5461634__F3	Sub-network of cell cycle pathway regulated by C1orf132 and TMPO-AS1	0.00144849130249072	0.00144849130249072	+1	45
LYTIC VACUOLE MEMBRANE%GOCC%GO:0098852	lytic vacuole membrane	0.00145085652835998	0.00145085652835998	+1	234
LYSOSOMAL MEMBRANE%GOCC%GO:0005765	lysosomal membrane	0.00145085652835998	0.00145085652835998	+1	234
VACUOLAR MEMBRANE%GOCC%GO:0005774	vacuolar membrane	0.00145729676912603	0.00145729676912603	+1	251
RIBOSOME%GOCC%GO:0005840	ribosome	0.00146244098598147	0.00146244098598147	+1	140
MITOTIC DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0044773	mitotic DNA damage checkpoint signaling	0.00147499644865305	0.00147499644865305	+1	56
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001251	negative regulation of chromosome organization	0.00147499644865305	0.00147499644865305	+1	56
PMC8375323__F9	TIMM17A Regulatory Network Contributing to Breast Cancer	0.00148548760919367	0.00148548760919367	+1	27
SIGNALING BY ERYTHROPOIETIN%REACTOME%R-HSA-9006335.5	Signaling by Erythropoietin	0.00149153697861291	0.00149153697861291	+1	24
ION BINDING%GOMF%GO:0043167	ion binding	0.001510623810192	0.001510623810192	+1	961
ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218	activation of innate immune response	0.00153735648091902	0.00153735648091902	+1	104
RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0034976	response to endoplasmic reticulum stress	0.0015973047202004	0.0015973047202004	+1	133
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507	regulation of microtubule cytoskeleton organization	0.00161044558377049	0.00161044558377049	+1	101
POSITIVE REGULATION OF CELL CYCLE%GOBP%GO:0045787	positive regulation of cell cycle	0.00165085746747529	0.00165085746747529	+1	171
EGFR1%IOB%EGFR1	EGFR1	0.00168257070624215	0.00168257070624215	+1	158
TOLL LIKE RECEPTOR 7 8 (TLR7 8) CASCADE%REACTOME DATABASE ID RELEASE 78%168181	Toll Like Receptor 7 8 (TLR7 8) Cascade	0.00170105863578796	0.00170105863578796	+1	77
REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051090	regulation of DNA-binding transcription factor activity	0.00170550139801775	0.00170550139801775	+1	200
RNA SPLICING%GOBP%GO:0008380	RNA splicing	0.00170782728263084	0.00170782728263084	+1	176
POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002833	positive regulation of response to biotic stimulus	0.00175261898929412	0.00175261898929412	+1	181
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.00177476038505769	0.00177476038505769	+1	92
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	glycerophospholipid biosynthetic process	0.00186548143081418	0.00186548143081418	+1	123
PHOSPHATASE BINDING%GOMF%GO:0019902	phosphatase binding	0.00194549441832556	0.00194549441832556	+1	109
PMC4985183__F6	Phosphoproteome Integration Reveals Patient-Specific Networks in Prostate Cancer	0.00197934629029618	0.00197934629029618	+1	20
DNA DUPLEX UNWINDING%GOBP%GO:0032508	DNA duplex unwinding	0.00200250703046031	0.00200250703046031	+1	34
REGULATION OF MRNA STABILITY%GOBP%GO:0043488	regulation of mRNA stability	0.00206882656048138	0.00206882656048138	+1	106
ATP-DEPENDENT ACTIVITY%GOMF%GO:0140657	ATP-dependent activity	0.00207897927081194	0.00207897927081194	+1	277
TOLL-LIKE RECEPTOR CASCADES%REACTOME%R-HSA-168898.10	Toll-like Receptor Cascades	0.00208302577916503	0.00208302577916503	+1	113
MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0007052	mitotic spindle organization	0.00208818629223794	0.00208818629223794	+1	67
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX ASSEMBLY%GOBP%GO:0031334	positive regulation of protein-containing complex assembly	0.00219810455116797	0.00219810455116797	+1	117
PMC7860207__F2	Significantly enriched Cell Cycle pathway from genes with high DE prior probabilities	0.00227634292013859	0.00227634292013859	+1	29
ORGANOPHOSPHATE METABOLIC PROCESS%GOMF%GO:0019637	organophosphate metabolic process	0.00228440945105466	0.00228440945105466	+1	70
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	establishment of protein localization to organelle	0.00229491553785589	0.00229491553785589	+1	180
PMC7818012__F2	Mass spectrometry-based protein‒protein interaction techniques and their applications in studies of DNA damage repair	0.00232772597158755	0.00232772597158755	+1	46
PYRIMIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072527	pyrimidine-containing compound metabolic process	0.00232772597158755	0.00232772597158755	+1	46
CELL CYCLE%WIKIPATHWAYS_20240910%WP179%HOMO SAPIENS	Cell cycle	0.00236772432985435	0.00236772432985435	+1	55
DNA REPAIR PATHWAYS FULL NETWORK%WIKIPATHWAYS_20240910%WP4946%HOMO SAPIENS	DNA repair pathways full network	0.00236772432985435	0.00236772432985435	+1	55
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234	negative regulation of apoptotic signaling pathway	0.00237457177123366	0.00237457177123366	+1	114
GTPASE ACTIVATOR ACTIVITY%GOMF%GO:0005096	GTPase activator activity	0.00242699537257063	0.00242699537257063	+1	141
CYTOPLASMIC VESICLE MEMBRANE%GOCC%GO:0030659	cytoplasmic vesicle membrane	0.00243257762915971	0.00243257762915971	+1	518
PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008654	phospholipid biosynthetic process	0.00243818970846934	0.00243818970846934	+1	137
TELOMERE ORGANIZATION%GOBP%GO:0032200	telomere organization	0.00243964021465965	0.00243964021465965	+1	73
REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	regulation of interferon-beta production	0.00251164630873861	0.00251164630873861	+1	42
EXTENSION OF TELOMERES%REACTOME%R-HSA-180786.4	Extension of Telomeres	0.00251164630873861	0.00251164630873861	+1	42
DISEASES OF DNA REPAIR%REACTOME DATABASE ID RELEASE 78%9675135	Diseases of DNA repair	0.00251164630873861	0.00251164630873861	+1	42
FAS%IOB%FAS	Fas	0.00251164630873861	0.00251164630873861	+1	42
DNA GEOMETRIC CHANGE%GOBP%GO:0032392	DNA geometric change	0.00251555875567093	0.00251555875567093	+1	40
REGULATION OF PROTEIN LOCALIZATION%GOBP%GO:0032880	regulation of protein localization	0.00252445612181704	0.00252445612181704	+1	391
CELLULAR SENESCENCE%REACTOME DATABASE ID RELEASE 78%2559583	Cellular Senescence	0.0025559541720402	0.0025559541720402	+1	111
POSITIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901875	positive regulation of post-translational protein modification	0.00262554754192901	0.00262554754192901	+1	79
REGULATION OF CELL MIGRATION%GOBP%GO:0030334	regulation of cell migration	0.00264304723588345	0.00264304723588345	+1	454
MRNA CATABOLIC PROCESS%GOBP%GO:0006402	mRNA catabolic process	0.00266017285515448	0.00266017285515448	+1	82
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	positive regulation of type I interferon production	0.00266659036691936	0.00266659036691936	+1	53
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00266659036691936	0.00266659036691936	+1	53
REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050	regulation of proteolysis involved in protein catabolic process	0.00268235577813903	0.00268235577813903	+1	130
HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.0027114022628094	0.0027114022628094	+1	68
APOPTOSIS SIGNALING PATHWAY%PANTHER PATHWAY%P00006	Apoptosis signaling pathway	0.0027114022628094	0.0027114022628094	+1	68
PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.0027940369936029	0.0027940369936029	+1	178
CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS	CXCR4-mediated signaling events	0.00288376162582121	0.00288376162582121	+1	63
REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905897	regulation of response to endoplasmic reticulum stress	0.00289042286137821	0.00289042286137821	+1	58
MRNA DESTABILIZATION%GOBP%GO:0061157	mRNA destabilization	0.00289042286137821	0.00289042286137821	+1	58
HYDROLASE ACTIVITY, ACTING ON ESTER BONDS%GOMF%GO:0016788	hydrolase activity, acting on ester bonds	0.00293587737653835	0.00293587737653835	+1	397
NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0006913	nucleocytoplasmic transport	0.00295297218788662	0.00295297218788662	+1	127
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	BCR signaling pathway	0.0029774557801064	0.0029774557801064	+1	51
CADHERIN BINDING%GOMF%GO:0045296	cadherin binding	0.00302849308394243	0.00302849308394243	+1	199
REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032271	regulation of protein polymerization	0.00313640943739678	0.00313640943739678	+1	109
NEGATIVE REGULATION OF RNA BIOSYNTHETIC PROCESS%GOMF%GO:1902679	negative regulation of RNA biosynthetic process	0.0031577647215312	0.0031577647215312	+1	238
NEGATIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOMF%GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.0031577647215312	0.0031577647215312	+1	238
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOMF%GO:0045892	negative regulation of DNA-templated transcription	0.0031577647215312	0.0031577647215312	+1	238
NEGATIVE REGULATION OF RNA METABOLIC PROCESS%GOMF%GO:0051253	negative regulation of RNA metabolic process	0.0031577647215312	0.0031577647215312	+1	238
PROCESSING OF CAPPED INTRON-CONTAINING PRE-MRNA%REACTOME%R-HSA-72203.6	Processing of Capped Intron-Containing Pre-mRNA	0.00316673141565561	0.00316673141565561	+1	175
INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097193	intrinsic apoptotic signaling pathway	0.00320192060231684	0.00320192060231684	+1	86
NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051053	negative regulation of DNA metabolic process	0.00320192060231684	0.00320192060231684	+1	86
POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901989	positive regulation of cell cycle phase transition	0.0032108585597316	0.0032108585597316	+1	66
REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0030071	regulation of mitotic metaphase/anaphase transition	0.0032108585597316	0.0032108585597316	+1	66
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	E2F transcription factor network	0.00331822944298471	0.00331822944298471	+1	56
PMC7970325__F10	Reconstructed differential DNA repair molecular network for the comparison of Papillary cancer (PC) vs Follicular adenoma (FA)	0.00331822944298471	0.00331822944298471	+1	56
PROTEIN KINASE BINDING%GOMF%GO:0019901	protein kinase binding	0.00334182325159597	0.00334182325159597	+1	346
SUMOYLATION%REACTOME%R-HSA-2990846.7	SUMOylation	0.00345186496906209	0.00345186496906209	+1	117
FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 78%6783310	Fanconi Anemia Pathway	0.00359439994391179	0.00359439994391179	+1	33
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.00389676168244392	0.00389676168244392	+1	78
REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0052548	regulation of endopeptidase activity	0.00404001521372467	0.00404001521372467	+1	126
SYNTHESIS OF PIPS AT THE PLASMA MEMBRANE%REACTOME%R-HSA-1660499.8	Synthesis of PIPs at the plasma membrane	0.00410628374207653	0.00410628374207653	+1	43
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GOBP%GO:0000956	nuclear-transcribed mRNA catabolic process	0.00414009000745339	0.00414009000745339	+1	67
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.00414009000745339	0.00414009000745339	+1	67
CIRCADIAN CLOCK%REACTOME DATABASE ID RELEASE 78%400253	Circadian Clock	0.00429002773288701	0.00429002773288701	+1	52
IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS	IL6-mediated signaling events	0.00432115351088255	0.00432115351088255	+1	39
ORGANOPHOSPHATE BIOSYNTHETIC PROCESS%GOMF%GO:0090407	organophosphate biosynthetic process	0.00446718478634318	0.00446718478634318	+1	62
NUCLEAR TRANSPORT%GOBP%GO:0051169	nuclear transport	0.00449250531422884	0.00449250531422884	+1	127
PURINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072521	purine-containing compound metabolic process	0.00457656727310677	0.00457656727310677	+1	246
REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241	regulation of macroautophagy	0.00460748823837441	0.00460748823837441	+1	112
REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060759	regulation of response to cytokine stimulus	0.00466768953868827	0.00466768953868827	+1	98
REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045859	regulation of protein kinase activity	0.0046729095190038	0.0046729095190038	+1	223
REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0062207	regulation of pattern recognition receptor signaling pathway	0.00472347621486364	0.00472347621486364	+1	105
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.00475480346344158	0.00475480346344158	+1	79
NEGATIVE REGULATION OF CATABOLIC PROCESS%GOBP%GO:0009895	negative regulation of catabolic process	0.00478764945184172	0.00478764945184172	+1	181
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116	regulation of cysteine-type endopeptidase activity	0.00505951433649171	0.00505951433649171	+1	102
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0061136	regulation of proteasomal protein catabolic process	0.00520443152065975	0.00520443152065975	+1	113
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 78%380270	Recruitment of mitotic centrosome proteins and complexes	0.00524494519519641	0.00524494519519641	+1	60
CENTROSOME MATURATION%REACTOME%R-HSA-380287.4	Centrosome maturation	0.00524494519519641	0.00524494519519641	+1	60
REGULATION OF LOCOMOTION%GOBP%GO:0040012	regulation of locomotion	0.0053218609581743	0.0053218609581743	+1	491
REGULATION OF BINDING%GOBP%GO:0051098	regulation of binding	0.00540852197183474	0.00540852197183474	+1	137
PMC6839211__F8	MicroRNA-182 in ovarian cancer	0.00542286627097921	0.00542286627097921	+1	25
PMC2533023__F5	Response of A549 cells exposed to crocidolite	0.00547864079413165	0.00547864079413165	+1	30
RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966	response to topologically incorrect protein	0.00569083492188706	0.00569083492188706	+1	74
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.6	Resolution of Sister Chromatid Cohesion	0.0057635547695257	0.0057635547695257	+1	77
SINGLE-STRANDED DNA HELICASE ACTIVITY%GOMF%GO:0017116	single-stranded DNA helicase activity	0.00578127209294495	0.00578127209294495	+1	22
PMC3620110__F6	Expression of GATA3 in MDA-MB-231 Triple-negative Breast Cancer Cells Induces a Growth Inhibitory Response to TGFß	0.00578127209294495	0.00578127209294495	+1	22
NEGATIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042326	negative regulation of phosphorylation	0.00579901144903337	0.00579901144903337	+1	142
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103	positive regulation of response to external stimulus	0.00580195446728325	0.00580195446728325	+1	284
CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	0.00591130703247647	0.00591130703247647	+1	46
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.5	rRNA processing in the nucleus and cytosol	0.00611527917214273	0.00611527917214273	+1	126
REGULATION OF PROTEIN STABILITY%GOBP%GO:0031647	regulation of protein stability	0.00618746726413498	0.00618746726413498	+1	185
RNA LOCALIZATION%GOBP%GO:0006403	RNA localization	0.00631871586021644	0.00631871586021644	+1	90
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME%R-HSA-176187.4	Activation of ATR in response to replication stress	0.0064281715198494	0.0064281715198494	+1	32
TOLL LIKE RECEPTOR 4 (TLR4) CASCADE%REACTOME%R-HSA-166016.4	Toll Like Receptor 4 (TLR4) Cascade	0.0066149633684124	0.0066149633684124	+1	97
RIBOSOMAL SUBUNIT%GOCC%GO:0044391	ribosomal subunit	0.00670508747746125	0.00670508747746125	+1	119
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002684	positive regulation of immune system process	0.00678020904678421	0.00678020904678421	+1	464
PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0034502	protein localization to chromosome	0.0068935884541201	0.0068935884541201	+1	61
PMC2806370__F2	Cell cycle pathway gene expression	0.00705007886363871	0.00705007886363871	+1	34
RHOU GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013420	RHOU GTPase cycle	0.00705007886363871	0.00705007886363871	+1	34
PMC3792024__F4	Meta-Analysis Identifies NFKB as a Therapeutic Target in Renal Cancer	0.00721232213179731	0.00721232213179731	+1	40
ORGANELLE SUBCOMPARTMENT%GOCC%GO:0031984	organelle subcompartment	0.00727864309338413	0.00727864309338413	+1	644
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168	positive regulation of double-strand break repair via homologous recombination	0.00735730006063117	0.00735730006063117	+1	36
REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	regulation of mRNA catabolic process	0.00737068503860402	0.00737068503860402	+1	116
INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002758	innate immune response-activating signaling pathway	0.0077304018307411	0.0077304018307411	+1	88
PMC5224520__F7	Bridging topological and functional information in protein interaction networks by short loops profiling	0.00777656595170674	0.00777656595170674	+1	49
PMC2194763__F5	Cell cycle pathway diagram obtained from GenMAPP (Gene Map Annotator and Pathway Profiler, Gladstone Institutes, University of San Francisco, San Francisco, CA [38]	0.00788273776685594	0.00788273776685594	+1	27
REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547	regulation of peptidase activity	0.00795163525399445	0.00795163525399445	+1	137
RNA DESTABILIZATION%GOBP%GO:0050779	RNA destabilization	0.00812639817564178	0.00812639817564178	+1	59
