GO.ID	Description	p.Val	FDR	Phenotype	Genes
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	PID_MYC_ACTIV_PATHWAY	0.013516315423215245	0.013516315423215245	+1	
PMC7086350__F1	DDR core gene amplification across pan-cancer	0.013516315423215245	0.013516315423215245	+1	
REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION%REACTOME%R-HSA-2565942.3	Regulation of PLK1 Activity at G2 M Transition	0.013926845490880467	0.013926845490880467	+1	
PMC9495868__F4	Suppressing the PI3K/AKT Pathway by miR-30d-5p Mimic Sensitizes Ovarian Cancer Cells to Cell Death Induced by High-Dose Estrogen	0.0142275022561408	0.0142275022561408	+1	
SIGNALING BY ALK FUSIONS AND ACTIVATED POINT MUTANTS%REACTOME%R-HSA-9725370.3	Signaling by ALK fusions and activated point mutants	0.014810976924713209	0.014810976924713209	+1	
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796	regulation of signal transduction by p53 class mediator	0.014810976924713209	0.014810976924713209	+1	
SIGNALING BY ALK IN CANCER%REACTOME%R-HSA-9700206.5	Signaling by ALK in cancer	0.014810976924713209	0.014810976924713209	+1	
RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482	response to oxygen levels	0.014904133180803594	0.014904133180803594	+1	
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS%GOBP%GO:0000375	RNA splicing, via transesterification reactions	0.015100312462303358	0.015100312462303358	+1	
TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME%R-HSA-975138.5	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7 8 or 9 activation	0.015806782218972262	0.015806782218972262	+1	
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	regulation of mitotic sister chromatid separation	0.01588864442689431	0.01588864442689431	+1	
P53 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P53 PATHWAY	p53 pathway	0.01588864442689431	0.01588864442689431	+1	
MRNA PROCESSING%GOBP%GO:0006397	mRNA processing	0.016147416578948033	0.016147416578948033	+1	
TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366	transcription by RNA polymerase II	0.01708296223153235	0.01708296223153235	+1	
REGULATION OF LOCOMOTION%GOBP%GO:0040012	regulation of locomotion	0.017485419109136858	0.017485419109136858	+1	
POSITIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001819	positive regulation of cytokine production	0.01753847572124945	0.01753847572124945	+1	
DNA CONFORMATION CHANGE%GOBP%GO:0071103	DNA conformation change	0.017571316070032598	0.017571316070032598	+1	
PMC2565686__F6	Merger of the interaction maps for the three human proteins ING1, MEKK, and p38a (p38MAPK) based on empirical data retrieved from the STRING database	0.017571316070032598	0.017571316070032598	+1	
GOLGI ASSOCIATED VESICLE BIOGENESIS%REACTOME%R-HSA-432722.5	Golgi Associated Vesicle Biogenesis	0.017571316070032598	0.017571316070032598	+1	
EGF RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00018	EGF receptor signaling pathway	0.017597229410540954	0.017597229410540954	+1	
POSITIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031349	positive regulation of defense response	0.01777955502197558	0.01777955502197558	+1	
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	mitochondrial gene expression	0.01807879736102472	0.01807879736102472	+1	
EML4 AND NUDC IN MITOTIC SPINDLE FORMATION%REACTOME%R-HSA-9648025.3	EML4 and NUDC in mitotic spindle formation	0.018950934693641123	0.018950934693641123	+1	
RRNA PROCESSING%GOBP%GO:0006364	rRNA processing	0.018995870506355726	0.018995870506355726	+1	
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	ErbB1 downstream signaling	0.019188727669300555	0.019188727669300555	+1	
NEGATIVE REGULATION OF CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0043124	negative regulation of canonical NF-kappaB signal transduction	0.01920751382420875	0.01920751382420875	+1	
PMC2889938__F2	Target gene regulatory network, NFKB/RelA:P50	0.019291173428099707	0.019291173428099707	+1	
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME%R-HSA-453279.6	Mitotic G1 phase and G1 S transition	0.019390959428911905	0.019390959428911905	+1	
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.020926613240512877	0.020926613240512877	+1	
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002684	positive regulation of immune system process	0.021076502280863142	0.021076502280863142	+1	
BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME DATABASE ID RELEASE 78%70895	Branched-chain amino acid catabolism	0.0214393709919129	0.0214393709919129	+1	
HEMOPOIESIS%GOBP%GO:0030097	hemopoiesis	0.021552858995670318	0.021552858995670318	+1	
CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453	cellular response to oxygen levels	0.021983714668983623	0.021983714668983623	+1	
PMC3091413__F4	Results of pathway prediction and network modeling showing interactions between genes containing SNPs associated with risk for breast cancer and genes involved in the Notch signaling and other biological pathways based on the Caucasian population	0.022439452433360527	0.022439452433360527	+1	
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	0.02251974172008279	0.02251974172008279	+1	
PMC5622284__F2	Upregulated genes involved in cell cycle regulated processes at 7 days after a single dose of 2 Gy X-rays	0.022991435226274032	0.022991435226274032	+1	
PMC4985183__F3	Phosphoproteome Integration Reveals Patient-Specific Networks in Prostate Cancer	0.022991435226274032	0.022991435226274032	+1	
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0072331	signal transduction by p53 class mediator	0.02351708891689287	0.02351708891689287	+1	
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	regulation of intracellular transport	0.023970381154474942	0.023970381154474942	+1	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.024370501343135217	0.024370501343135217	+1	
CANCER PATHWAYS%WIKIPATHWAYS_20240910%WP5434%HOMO SAPIENS	Cancer pathways	0.02458108135711171	0.02458108135711171	+1	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818	negative regulation of cytokine production	0.024581858806322722	0.024581858806322722	+1	
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY%GOBP%GO:0007163	establishment or maintenance of cell polarity	0.024891007163646797	0.024891007163646797	+1	
METABOLISM OF LIPIDS%REACTOME%R-HSA-556833.9	Metabolism of lipids	0.02606707830659858	0.02606707830659858	+1	
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 signaling events	0.02683569582546044	0.02683569582546044	+1	
PMC5582379__F3	Five enriched pathways and their contributing DEGs are shown	0.02683569582546044	0.02683569582546044	+1	
PMC3543090__F4	MicroRNA-182-5p targets a network of genes involved in DNA repair	0.02683569582546044	0.02683569582546044	+1	
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	positive regulation of lymphocyte activation	0.026991467555909414	0.026991467555909414	+1	
PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0070936	protein K48-linked ubiquitination	0.02717632046249455	0.02717632046249455	+1	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION ELONGATION%GOBP%GO:0032784	regulation of DNA-templated transcription elongation	0.02717632046249455	0.02717632046249455	+1	
CELLULAR RESPONSE TO CHEMICAL STRESS%GOBP%GO:0062197	cellular response to chemical stress	0.027420364732939007	0.027420364732939007	+1	
CELLULAR COMPONENT DISASSEMBLY%GOBP%GO:0022411	cellular component disassembly	0.027692435001151115	0.027692435001151115	+1	
POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	positive regulation of miRNA metabolic process	0.028221112207425188	0.028221112207425188	+1	
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	regulation of nucleocytoplasmic transport	0.029223481036940353	0.029223481036940353	+1	
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-beta receptor signaling	0.03110948215090948	0.03110948215090948	+1	
POSITIVE REGULATION OF DNA RECOMBINATION%GOBP%GO:0045911	positive regulation of DNA recombination	0.031116709274751044	0.031116709274751044	+1	
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	negative regulation of cell cycle G2/M phase transition	0.031116709274751044	0.031116709274751044	+1	
PROTEOLYSIS%GOBP%GO:0006508	proteolysis	0.03131338523978483	0.03131338523978483	+1	
NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001933	negative regulation of protein phosphorylation	0.032244816014205285	0.032244816014205285	+1	
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001235	positive regulation of apoptotic signaling pathway	0.03250036574637494	0.03250036574637494	+1	
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.03251128234555807	0.03251128234555807	+1	
PMC8421919__F2	Bioinformatical identification of key genes regulated by IGF2BP2-mediated RNA N6-methyladenosine and prediction of prognosis in hepatocellular carcinoma	0.032536797861164715	0.032536797861164715	+1	
PMC7572606__F1	MYC transcriptionally upregulates the glutamine metabolism pathway	0.03270909993956747	0.03270909993956747	+1	
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	Aurora A signaling	0.03270909993956747	0.03270909993956747	+1	
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	regulation of mitotic nuclear division	0.032797242267773925	0.032797242267773925	+1	
SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME%R-HSA-3108232.8	SUMO E3 ligases SUMOylate target proteins	0.033069907644175285	0.033069907644175285	+1	
MITOTIC METAPHASE AND ANAPHASE%REACTOME DATABASE ID RELEASE 78%2555396	Mitotic Metaphase and Anaphase	0.03316897259297157	0.03316897259297157	+1	
INTRA-GOLGI AND RETROGRADE GOLGI-TO-ER TRAFFIC%REACTOME%R-HSA-6811442.2	Intra-Golgi and retrograde Golgi-to-ER traffic	0.03343005061948582	0.03343005061948582	+1	
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY	0.033529966907960326	0.033529966907960326	+1	
NERVOUS SYSTEM DEVELOPMENT%REACTOME%R-HSA-9675108.3	Nervous system development	0.03364006057875175	0.03364006057875175	+1	
MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818	mitotic G2/M transition checkpoint	0.03384708621993132	0.03384708621993132	+1	
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME%R-HSA-6791312.5	TP53 Regulates Transcription of Cell Cycle Genes	0.03384708621993132	0.03384708621993132	+1	
ANTIGEN PROCESSING: UBIQUITINATION & PROTEASOME DEGRADATION%REACTOME DATABASE ID RELEASE 78%983168	Antigen processing: Ubiquitination & Proteasome degradation	0.03442700962789331	0.03442700962789331	+1	
REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	regulation of leukocyte activation	0.034442952643284626	0.034442952643284626	+1	
LOCALIZATION WITHIN MEMBRANE%GOBP%GO:0051668	localization within membrane	0.03481990016362116	0.03481990016362116	+1	
CELLULAR RESPONSE TO STARVATION%REACTOME%R-HSA-9711097.4	Cellular response to starvation	0.03531399164589385	0.03531399164589385	+1	
SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 78%69239	Synthesis of DNA	0.03587943364210921	0.03587943364210921	+1	
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA replication initiation	0.03611792531052968	0.03611792531052968	+1	
HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES INTERFERON INDUCTION%WIKIPATHWAYS_20240910%WP4880%HOMO SAPIENS	Host pathogen interaction of human coronaviruses interferon induction	0.03611792531052968	0.03611792531052968	+1	
MISMATCH REPAIR%GOBP%GO:0006298	mismatch repair	0.03611792531052968	0.03611792531052968	+1	
ATM SIGNALING%WIKIPATHWAYS_20240910%WP2516%HOMO SAPIENS	ATM signaling	0.03611792531052968	0.03611792531052968	+1	
LOSS OF PROTEINS REQUIRED FOR INTERPHASE MICROTUBULE ORGANIZATION FROM THE CENTROSOME%REACTOME DATABASE ID RELEASE 78%380284	Loss of proteins required for interphase microtubule organization from the centrosome	0.03625922526064216	0.03625922526064216	+1	
LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.3	Loss of Nlp from mitotic centrosomes	0.03625922526064216	0.03625922526064216	+1	
PMC2680287__F1	Unraveling the complexities of the interferon response during SARS-CoV infection	0.03659083144842305	0.03659083144842305	+1	
CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669	cellular response to nutrient levels	0.03683469028065352	0.03683469028065352	+1	
POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068	positive regulation of cell cycle process	0.037018764533425466	0.037018764533425466	+1	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	Protein Synthesis: Phenylalanine	0.03702655760858777	0.03702655760858777	+1	
POSITIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903313	positive regulation of mRNA metabolic process	0.03739672971851497	0.03739672971851497	+1	
NOVEL INTRACELLULAR COMPONENTS OF RIG I LIKE RECEPTOR PATHWAY%WIKIPATHWAYS_20240910%WP3865%HOMO SAPIENS	Novel intracellular components of RIG I like receptor pathway	0.038037210670748396	0.038037210670748396	+1	
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.5	Homologous DNA Pairing and Strand Exchange	0.038037210670748396	0.038037210670748396	+1	
RHOV GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013424	RHOV GTPase cycle	0.03856797930852345	0.03856797930852345	+1	
PROTEIN MONOUBIQUITINATION%GOBP%GO:0006513	protein monoubiquitination	0.03856797930852345	0.03856797930852345	+1	
GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	GMCSF-mediated signaling events	0.03856797930852345	0.03856797930852345	+1	
ENDOCYTOSIS%GOBP%GO:0006897	endocytosis	0.03870371881697213	0.03870371881697213	+1	
PMC3991635__F4	Microarray Analysis of Cell Cycle Gene Expression in Adult Human Corneal Endothelial Cells	0.03893048493280136	0.03893048493280136	+1	
CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:0070887	cellular response to chemical stimulus	0.040026767326860856	0.040026767326860856	+1	
ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE%REACTOME%R-HSA-5620912.4	Anchoring of the basal body to the plasma membrane	0.0403606539495708	0.0403606539495708	+1	
SIGNALING BY PDGFR IN DISEASE%REACTOME%R-HSA-9671555.4	Signaling by PDGFR in disease	0.04149427409851664	0.04149427409851664	+1	
ASPARAGINE N-LINKED GLYCOSYLATION%REACTOME DATABASE ID RELEASE 78%446203	Asparagine N-linked glycosylation	0.042084134292768985	0.042084134292768985	+1	
AXON GUIDANCE%REACTOME DATABASE ID RELEASE 78%422475	Axon guidance	0.04209443500665756	0.04209443500665756	+1	
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS WITH BULGED ADENOSINE AS NUCLEOPHILE%GOBP%GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.04291481827028705	0.04291481827028705	+1	
MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000398	mRNA splicing, via spliceosome	0.04291481827028705	0.04291481827028705	+1	
MITOTIC ANAPHASE%REACTOME DATABASE ID RELEASE 78%68882	Mitotic Anaphase	0.04291481827028705	0.04291481827028705	+1	
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	regulation of adaptive immune response	0.04450386158643943	0.04450386158643943	+1	
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.5	Major pathway of rRNA processing in the nucleolus and cytosol	0.04454337967231001	0.04454337967231001	+1	
PMC9352753__F3	Identification of differentially expressed microRNAs as potential biomarkers for carcinoma ex pleomorphic adenoma	0.047584456069899875	0.047584456069899875	+1	
POSITIVE REGULATION OF BINDING%GOBP%GO:0051099	positive regulation of binding	0.0479417750548043	0.0479417750548043	+1	
PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0032984	protein-containing complex disassembly	0.04804996330230455	0.04804996330230455	+1	
