GeneID	GSM6290462	GSM6290463	GSM6290464	GSM6290465	GSM6290466	GSM6290467	GSM6290468	GSM6290469	GSM6290470	GSM6290471	GSM6290472	GSM6290473	GSM6290474	GSM6290475	GSM6290476	GSM6290477
284274	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0
107985177	20	15	17	14	0	1	6	0	0	1	17	11	3	0	2	3
105372201	0	0	0	2	0	0	0	0	2	0	0	4	0	0	0	0
105372202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100505853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105372208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372211	3	4	0	3	0	0	4	10	0	1	6	0	2	6	1	0
9658	7762	5761	5677	7062	3337	3487	3868	4787	3333	3442	6727	6776	6556	4587	2759	2302
101927989	37	38	38	34	8	7	9	6	9	8	32	37	33	20	8	10
400658	48	25	33	48	14	13	21	12	18	17	50	58	51	21	11	10
284276	19	13	19	10	0	1	4	2	5	2	13	4	15	11	1	4
400660	30	25	24	10	1	2	6	3	4	9	25	61	27	12	9	10
101927651	11	10	7	6	1	0	1	1	1	1	13	13	6	6	1	1
107985151	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
105372212	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0
400661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372213	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0
100131655	114	78	89	74	19	15	28	28	19	29	57	49	56	38	24	20
7776	1039	852	975	1038	713	720	821	605	681	871	925	877	869	670	663	625
105372214	0	0	1	2	0	0	0	0	0	0	2	0	0	2	0	0
4155	4726	3842	4051	5836	1700	2147	3034	3208	2362	2837	8746	8263	8301	4775	2395	2649
105372217	6	1	4	12	0	4	9	5	1	4	18	12	4	1	2	2
107987261	232	207	167	198	75	63	74	70	48	46	195	171	152	114	37	43
2587	1	1	0	0	0	2	0	0	0	2	6	4	2	1	0	1
107985171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
105372220	0	0	0	0	3	17	2	4	3	0	0	0	0	0	1	0
105372221	0	0	0	0	7	5	7	3	2	5	0	0	1	3	1	1
105372224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27164	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	0
105372225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374868	781	550	770	708	888	981	1264	1202	1296	1364	875	795	728	1030	1014	839
105372226	6	1	0	0	0	3	0	3	0	3	0	5	2	1	1	0
107985149	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4772	1090	625	612	1154	2246	2421	3422	4265	2359	4051	1311	1158	1042	2686	2236	1806
107985163	21	10	6	6	9	2	3	3	10	6	4	2	2	2	4	8
101927897	66	34	45	63	282	243	314	244	200	331	108	87	81	289	194	159
107985162	4	7	3	10	22	27	44	58	36	49	21	17	10	27	21	19
102723506	7	3	0	12	13	40	41	51	25	52	24	26	20	36	28	10
284240	30	7	11	35	7	8	9	30	10	7	12	3	9	32	4	4
105372228	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0
284241	3	6	1	4	1	0	8	1	1	4	6	3	2	0	1	0
9150	1418	1442	1272	896	913	1253	1359	973	983	1225	1070	1296	1052	716	815	714
105376875	0	1	2	4	1	3	3	4	1	3	0	0	0	0	0	0
26251	630	621	487	365	1406	1364	1063	1476	1063	1152	472	477	382	679	865	549
80148	1513	1445	1239	954	3522	3601	3011	4016	3095	3098	1233	1299	975	1756	2256	1525
440498	106	92	76	87	36	55	44	55	41	42	8	16	28	39	17	24
10907	2006	2219	1814	1465	838	955	1097	854	923	1156	1376	1364	1265	942	875	903
79863	1091	1098	822	891	80	89	117	72	99	116	366	405	405	226	133	136
100506070	17	15	17	14	0	6	6	2	1	3	3	5	4	6	1	1
22850	3879	3464	3466	3986	6030	6337	6484	5329	5425	5745	3520	3796	3612	3751	3527	3555
100130522	21	27	25	29	12	15	20	20	7	9	14	5	5	14	7	7
84552	238	250	176	184	77	59	131	138	87	111	132	143	115	86	81	27
375690	355	344	266	266	338	462	419	294	319	374	260	307	265	290	246	240
105376912	2	1	2	4	1	1	0	1	1	1	2	0	1	1	0	0
100422919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
641702	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
81099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399844	453	363	259	267	340	373	466	444	353	374	205	207	195	240	247	194
101928344	240	211	171	262	240	337	372	288	278	287	145	121	161	247	195	195
107985295	20	20	11	28	8	22	25	14	12	17	6	13	12	9	11	6
8612	26	28	16	19	21	12	10	18	15	19	29	19	20	19	7	11
54531	1334	1107	819	1101	990	1092	1252	1272	1152	1485	1348	1516	1267	1177	930	749
51298	1	0	1	3	0	2	2	1	2	0	2	0	1	0	0	0
126567	45	24	27	53	4	7	20	35	12	22	14	14	20	12	8	4
25759	874	476	382	793	1067	1346	1493	2360	1315	1490	811	799	747	952	790	537
284451	40	13	23	25	3	6	7	6	11	1	1	6	13	4	1	1
8174	16	10	13	12	9	6	10	12	7	7	13	7	2	15	3	3
105372232	9	5	3	1	3	9	11	10	1	5	4	5	10	6	7	4
91978	119	91	94	41	36	38	68	31	60	53	61	46	52	9	30	20
997	1287	1141	1013	934	969	1175	975	1114	892	1086	1072	1091	825	728	716	658
3004	3	2	1	4	0	2	0	2	2	2	3	2	0	0	2	0
105372233	385	266	262	265	37	43	30	48	21	25	16	20	24	28	14	11
682	19373	19023	18807	12025	13180	14921	14574	12224	12537	14647	12535	13715	11091	9925	10715	8546
610	179	178	144	154	30	28	34	46	42	40	72	57	60	30	35	31
107987266	64	59	48	73	8	8	17	9	8	10	24	27	26	17	14	17
5442	1871	2107	1645	1340	250	243	533	479	441	633	1529	1778	1390	654	603	381
105372234	19	10	9	3	3	0	5	1	2	5	11	12	16	5	5	4
27006	4	2	4	0	0	3	0	2	0	1	1	0	0	0	0	0
55658	1775	1514	1320	1182	376	328	481	362	348	445	1264	1279	1176	434	418	276
10272	354	308	312	364	569	159	238	438	308	263	122	132	79	237	273	207
400668	91	69	52	69	12	19	30	39	22	31	9	19	8	27	12	3
5064	511	314	333	647	47	79	78	127	56	86	114	80	97	113	58	44
126353	16	1	5	8	4	3	10	7	0	8	12	7	6	4	1	4
101928450	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985343	2	1	12	1	0	0	0	2	0	0	0	1	0	0	0	0
5725	12776	14919	15332	8960	9146	11815	14009	12362	12892	16696	13638	15502	12380	8296	11425	9679
100616459	4	3	1	4	4	5	5	4	2	2	1	2	4	3	1	0
79948	7980	9672	8082	3866	3068	3993	4091	3181	3904	4243	3362	3490	3160	2043	2888	2248
100422854	88	164	105	14	19	29	21	7	15	9	1	1	5	1	4	2
566	72093	53080	51850	21274	21160	20541	17768	31134	17023	16982	24740	17393	16524	19580	12362	7074
5657	14246	22952	21867	2022	3871	3931	4020	3050	3049	3382	4213	3235	2588	1860	2533	1594
1991	20918	24097	20249	5201	7381	8325	9427	8328	7152	8064	7973	7958	6026	4896	6373	3362
1675	4015	3953	2928	1588	2086	2700	3530	4285	2201	2977	2156	3090	1627	1977	2034	1016
10025	1995	1801	1845	1335	1024	1211	1392	1582	1348	1526	1497	1713	1306	853	1107	772
101954271	7	11	10	12	59	68	47	31	45	42	17	18	16	23	28	28
91300	2757	2082	1797	1905	2699	3287	2846	2787	2504	2810	2269	2533	2130	1615	1688	1365
84634	1	5	3	2	1	0	0	1	3	0	4	5	1	0	0	0
1820	4180	3654	3402	3349	886	1239	1636	1812	1309	1717	7237	5997	5860	2949	1653	1513
57418	1194	1594	1288	689	479	536	459	314	534	536	585	674	620	254	348	236
116444	393	375	272	226	185	257	274	282	224	229	224	237	205	158	155	104
105372235	104	89	62	72	18	26	56	47	28	69	38	77	41	27	43	26
91304	7664	7675	5725	4963	6179	7287	7972	8148	6354	8039	6960	7638	5894	5274	5236	4155
103625684	7	10	13	10	59	76	53	40	50	39	14	15	16	25	28	32
1265	15067	13038	11407	10634	2612	3048	3201	3263	2404	3248	5094	3834	4892	3237	2302	2617
10347	3746	2707	2676	2000	538	620	586	602	496	498	296	250	213	328	284	187
23526	9371	8977	7832	6064	1777	2032	2455	2998	2086	2612	2755	2366	2830	2365	1673	1364
5434	5894	6265	5266	3487	3848	4388	4171	3316	3718	4195	3663	3753	3268	2660	2867	2585
2879	7039	6818	5867	4384	7378	7160	7169	7845	6439	8521	5882	6299	4714	5511	5134	4801
22904	3131	3493	3169	2325	5598	6567	7728	6172	6579	6979	6595	6774	5523	4201	5000	3460
102723798	21	24	17	2	29	19	39	12	18	24	54	113	28	24	24	28
102725180	38	43	40	17	25	19	30	9	8	26	61	65	40	23	25	28
6794	2876	2764	2333	1979	1542	1873	1857	1890	1604	1870	1741	1955	1797	1436	1305	1057
255057	96	105	62	74	145	135	327	579	191	519	213	198	129	251	335	120
513	2287	2597	2082	1160	487	498	563	558	526	552	848	867	670	345	449	263
102723811	24	22	20	15	3	9	12	6	1	8	15	18	15	7	2	3
90007	2317	1976	1558	1667	1080	941	1583	2305	1249	2045	3876	4378	3116	2061	1439	1302
107985303	22	20	16	55	13	14	28	58	28	29	61	31	35	40	41	21
105372236	18	19	15	20	5	13	19	21	16	24	18	12	12	33	24	9
148046	203	229	141	119	83	125	136	151	110	150	176	196	181	171	97	117
1153	9064	7341	6622	8370	4173	5361	6265	5959	5661	7258	5628	6780	6098	5257	4917	4993
55009	1058	1120	871	511	325	394	418	365	399	507	523	607	430	283	331	223
1943	25	23	21	24	6	4	10	3	2	7	14	11	7	9	7	8
84939	2490	3304	2325	1782	576	946	1067	324	490	490	453	460	437	203	175	141
100189306	0	3	1	0	0	0	0	0	1	3	3	2	1	0	2	3
100189195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
374291	1825	1994	1899	1070	897	1138	995	726	873	866	543	544	561	349	562	321
2593	1574	1741	1607	903	439	534	377	221	287	296	192	201	142	141	214	114
26528	10095	9931	7964	5921	4746	5904	5820	4083	4808	5617	6621	6754	6117	3380	3890	3146
6209	15057	13413	12417	9455	7729	9203	8385	9096	7453	8255	7681	7601	6573	6073	5266	4462
10297	522	405	409	416	172	306	340	316	230	327	170	180	156	209	203	191
148223	825	1041	756	366	493	468	642	357	622	694	798	964	610	312	566	403
54760	320	218	214	270	86	101	99	235	82	72	29	16	18	72	32	32
92840	393	369	304	159	116	123	134	62	133	93	22	23	20	36	59	44
339366	328	331	225	255	78	84	123	97	128	178	154	253	172	80	137	112
107985337	1	0	3	0	0	2	1	4	1	3	5	1	0	0	1	0
126520	14	2	1	7	6	9	15	20	3	4	8	8	4	13	8	2
399664	432	526	441	309	180	227	197	156	128	188	343	352	280	134	135	108
53615	5357	5876	5100	2352	1521	1634	2744	2099	2037	3041	4082	4554	3733	1686	2806	1504
10975	2023	2569	2248	1240	1561	1989	2071	1702	1660	2221	1935	2074	1753	1102	1430	1035
6929	6017	5858	5608	4065	1741	1826	1828	2108	1645	2018	2932	3059	2787	1901	1585	1180
390874	7	3	1	13	2	11	3	5	9	6	1	3	4	6	1	1
101928543	7	6	1	13	4	6	5	5	2	8	2	3	2	8	1	2
148229	2840	2467	2445	2362	371	573	430	612	392	412	256	261	277	393	238	247
57455	2250	2224	1916	1332	3408	4292	4106	3305	3615	3717	2224	2523	2172	1797	2568	1919
100302210	57	58	63	46	90	131	106	81	105	109	63	53	73	61	60	46
100288123	243	216	138	170	232	439	335	226	280	231	154	125	164	117	146	105
83855	1978	2208	1694	1800	224	194	232	428	218	329	1012	1347	1054	472	306	256
81926	2966	2743	2187	2159	763	1056	1003	973	771	1041	1360	1511	1336	1009	766	617
113178	2371	1767	1775	1769	384	520	623	702	553	699	1044	822	920	660	576	456
113179	207	176	155	136	32	43	82	44	58	58	141	147	109	41	48	20
105372238	5	12	4	5	10	4	9	12	7	17	4	0	4	16	4	4
1455	4203	3986	3370	2784	3761	4740	4395	6268	3560	4270	3807	3556	3476	3883	2816	2316
255193	5	4	2	0	8	4	12	1	9	3	6	5	5	2	6	4
55643	4432	4053	3749	3001	1071	1470	1256	1065	1157	1397	942	1034	847	730	871	619
107985278	46	48	39	73	9	25	11	14	8	14	12	3	4	15	6	7
2872	5718	4110	3510	5471	3868	4030	3811	3011	3041	3418	2239	3254	2399	1657	1841	1539
126308	6171	4113	4068	6232	2457	2611	4210	2561	2650	4083	7201	8637	7082	3513	3261	3089
113177	108	64	53	123	33	11	36	97	23	33	55	31	25	39	37	22
8943	9305	9263	8343	6841	8310	8727	9151	8315	8532	10019	9357	10238	8176	7497	7890	6328
84444	6082	5700	5398	4746	20749	20097	28564	32315	23844	29643	17193	17145	13991	22458	20699	15853
55111	2438	2521	2010	1432	1247	1332	1718	1757	1581	1825	1634	1504	1258	1445	1327	914
100302283	5	5	4	8	3	4	2	2	1	3	0	2	3	1	1	2
102466736	67	80	49	36	21	24	19	31	23	28	31	44	41	27	22	17
8175	7754	6387	6109	5028	2007	2457	2266	2302	2106	2366	4016	3437	3224	1986	1897	1354
268	87	107	70	27	7	6	22	22	19	35	45	55	44	15	23	16
100423031	5	8	3	2	0	0	1	1	1	1	4	2	4	1	1	1
126306	1	1	2	1	0	5	3	3	0	3	1	1	0	0	0	0
105372240	0	0	0	4	0	0	3	0	0	2	0	0	0	0	0	0
4946	40503	34630	35116	28121	22712	25748	25030	27059	21292	26224	28888	29577	24843	24420	18155	17334
374872	189	153	133	90	7	15	10	7	14	20	65	50	43	12	12	11
645191	323	238	166	203	1	2	8	4	4	9	33	26	28	7	9	5
101928572	119	101	75	63	3	6	2	2	1	8	6	11	8	9	3	3
51690	1665	2110	1636	1028	1016	1128	1045	1011	959	998	876	947	829	551	694	588
56928	6312	5684	4982	3531	1779	2135	2491	2169	2195	2418	2351	2236	2242	1715	1769	1276
360200	567	196	235	964	259	368	748	584	481	764	257	281	303	454	340	460
26517	2394	2578	2193	1572	1428	1667	1477	1326	1408	1935	1549	1655	1311	1070	1200	1013
84823	8336	10000	9492	6134	5927	6668	5621	5702	5029	4955	7109	7556	6040	3975	4318	3355
102466806	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
101928602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4616	982	693	603	967	23311	16702	24112	30236	16047	26436	3285	2702	1979	17618	18371	14139
2788	869	599	533	1066	189	272	271	260	226	219	29	62	62	128	118	125
102465838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148252	1115	1064	814	1344	99	165	187	185	142	202	556	600	592	295	133	159
29985	2067	1756	1640	1372	247	285	306	244	303	332	704	719	645	305	301	235
6449	3565	4135	3174	1976	2012	2336	2693	2668	2513	3250	4351	4343	3534	2361	2471	2050
7064	3822	4132	3595	2123	813	856	1052	649	1046	1240	2215	2262	2020	837	1105	769
115196	256	199	193	297	12	22	61	38	45	85	124	103	99	71	44	51
148254	469	370	332	552	198	175	165	133	156	158	205	205	176	148	138	99
80032	678	723	590	506	19	34	41	35	32	41	123	128	164	85	39	38
126295	279	255	196	251	60	60	61	39	38	66	94	103	141	103	63	55
101928631	22	31	23	37	14	9	16	3	13	9	9	11	21	8	4	5
58492	285	285	210	287	118	139	139	87	125	139	150	204	203	161	113	119
79816	129	73	44	149	6	4	4	15	5	7	8	7	6	22	9	7
7089	8	11	4	14	5	6	6	12	5	11	23	17	12	3	8	11
166	6196	4872	4256	5338	1717	1939	1951	3102	1812	2088	1947	2154	1890	2256	1250	1352
105372242	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
2767	669	560	556	595	89	100	99	134	127	171	299	345	275	130	146	103
2769	1379	1243	1591	1043	1660	1707	1952	1732	1537	1750	2552	2842	2356	1401	1069	1002
100996351	107	103	143	91	205	207	200	220	174	202	264	296	238	183	115	119
8698	2	0	0	1	0	0	12	0	0	4	1	2	4	0	0	0
56926	3999	5163	4074	2073	1665	2233	2226	1549	2292	2321	2917	3487	2742	1517	1926	1250
60680	16	13	10	12	0	0	1	0	1	3	2	1	4	5	5	2
105372244	1	4	1	1	0	0	0	0	0	0	1	0	1	0	0	0
4782	3266	3518	3482	2629	1441	1688	2150	3173	1835	2376	4289	4175	3521	3062	1969	1514
284422	8	1	9	10	4	3	2	4	2	0	0	2	0	3	0	0
105372246	0	2	2	0	3	0	2	2	0	0	12	0	2	1	0	0
83475	289	455	428	171	274	349	315	226	364	382	287	431	286	131	239	135
105372245	29	54	40	26	27	28	44	29	34	46	48	59	37	12	29	17
51343	2561	2245	2159	1573	3308	3371	3126	2887	2436	3056	2425	3045	2066	1806	2151	1780
126321	2369	2431	1845	1595	1892	1900	2835	3260	2595	3073	4007	3278	2989	2597	1860	1651
100128569	349	344	291	377	223	222	328	472	256	375	662	419	395	393	220	197
10362	3993	4129	3737	2252	1685	2037	1854	1552	1434	1680	1933	2262	1757	1002	1162	900
126326	2552	1839	1776	2340	293	344	425	449	406	463	620	523	696	639	324	334
6915	160	85	123	157	4	2	20	34	3	8	38	40	26	25	5	7
404665	328	325	298	182	347	397	369	205	303	301	182	282	236	129	237	143
58509	1126	1250	1097	722	1370	1571	1258	787	1115	1238	801	1020	786	534	943	638
23396	3493	3485	2773	2274	3299	3309	4322	5625	3571	4857	5437	5154	5229	5065	4123	2627
27134	55	32	50	43	14	20	35	17	18	21	10	9	14	15	12	13
9546	617	578	512	485	952	1002	977	993	1064	1014	758	692	687	629	698	486
105372248	2	0	1	2	1	1	0	0	0	0	0	0	2	0	0	1
116541	1044	892	910	693	746	838	775	710	766	886	784	769	717	644	541	623
84839	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4145	480	537	316	393	61	68	121	204	100	154	205	147	202	219	76	63
23217	4	0	0	5	1	1	2	14	1	4	9	2	2	10	1	1
85300	0	0	3	0	1	1	2	2	4	3	1	3	2	0	2	2
27231	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
1613	886	1005	742	558	737	828	778	692	639	818	913	1016	826	547	577	451
693222	12	10	9	4	16	30	22	10	11	16	18	16	16	6	6	3
1938	122763	77407	95001	115643	31197	36416	43088	41820	39841	50624	63957	66963	59333	35717	36445	29085
26812	3	7	5	1	3	12	6	15	18	18	16	7	9	23	5	8
51588	772	767	802	512	630	698	767	620	571	721	1001	1238	826	495	630	429
51341	2549	2359	1934	2227	1741	1596	1899	1865	1448	2033	3235	3766	2665	1754	1588	1243
5605	3743	3644	3343	2631	3012	3237	3525	3457	3097	3614	3145	3353	2839	2699	2651	2071
84699	4	2	1	10	3	0	0	4	0	2	5	1	0	0	0	0
51548	1164	1074	872	645	1177	1259	1360	1095	1160	1322	957	1049	928	669	881	602
170961	195	155	130	158	162	131	152	211	145	165	145	155	115	219	168	86
10148	18	12	0	25	25068	15716	17167	32148	20481	22166	22758	19700	16235	28590	23713	14583
55702	888	669	640	615	961	1130	1191	1041	1133	1158	803	682	710	679	709	643
56961	0	1	3	2	4	1	3	1	0	2	2	3	1	3	1	1
126259	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
79187	0	4	2	4	1	0	0	0	0	0	0	4	0	0	1	1
55620	19	18	19	13	4	6	5	5	3	11	5	2	13	11	6	0
84954	748	641	741	593	361	447	414	491	357	536	367	381	301	348	401	344
6455	2342	2324	1907	1501	1948	1979	2635	2907	2257	3191	5579	6180	5076	2908	2750	2192
10036	4839	4723	4592	3409	995	1066	1553	1182	1114	1849	4018	4228	3867	1829	2010	1821
107985297	48	55	59	60	53	37	31	19	35	49	44	57	65	39	42	39
80700	2267	1717	1581	1397	1667	2053	2062	1720	1663	1852	1439	1528	1372	1077	1028	786
100616371	33	30	16	8	13	11	10	7	14	5	11	19	21	5	9	5
84717	3310	2908	2857	2101	603	657	818	606	625	791	1777	2129	1884	621	712	579
729359	72	53	37	72	17	22	48	72	36	39	54	58	61	86	23	19
440503	11	6	12	6	13	19	20	31	20	30	35	27	25	32	4	24
116844	2234	1846	1708	1723	1707	1718	2764	3180	2885	3279	5849	6666	5095	3953	2467	2729
10501	214	168	109	170	172	154	660	167	321	599	1060	1512	826	207	537	417
105372249	0	0	1	3	0	0	3	0	0	3	1	1	2	7	2	1
126282	718	544	550	600	215	260	304	288	269	390	1049	1345	963	472	341	361
56005	2261	2998	2394	1730	1932	2434	2202	1840	2057	2349	2452	2740	2305	2070	1759	1715
91039	2716	3372	2736	1923	2583	3503	3671	2687	3124	3935	3835	4672	3831	2696	2857	2477
100131094	305	364	258	195	261	331	388	262	320	396	387	506	422	270	294	209
105372250	1	0	1	3	1	2	4	2	2	2	3	5	1	2	1	0
7197	0	0	0	1	2	0	0	2	0	0	0	0	1	0	1	1
100189416	1	0	0	1	1	1	2	0	1	2	1	1	1	2	1	0
284424	1	0	0	5	14	7	2	5	14	11	0	0	1	0	4	0
407045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55527	2722	2848	2367	1966	3005	3381	3443	2762	3129	3744	3331	3932	3173	2283	2933	2385
148022	703	585	392	521	4864	5734	5346	5657	4390	5424	1562	1942	1382	2627	3101	2432
10226	5725	5229	5338	3499	2063	2016	2407	2802	2100	2679	3542	4074	3364	2620	2652	1912
645432	134	133	170	146	63	64	87	89	69	96	114	166	120	82	85	56
29128	5826	6909	7334	2975	271	212	780	453	541	1085	3487	3498	3562	809	1328	983
100616337	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
23030	1972	1534	1602	1927	1174	1760	2055	1804	1600	1939	1292	1524	1446	1170	1170	930
5802	727	583	397	732	338	489	474	804	456	437	465	598	541	515	287	277
105372253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372252	0	0	0	4	0	0	1	0	0	0	0	0	0	2	1	1
148066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257000	8	8	6	9	2	5	6	3	3	9	7	7	2	5	3	5
9667	3788	4284	3432	2855	5166	5619	5705	4061	5187	6147	4326	4728	3893	3173	3991	3430
6294	5834	6568	5732	4568	6870	7846	8172	6588	7080	8518	6845	7478	6034	4885	5565	4858
107985320	12	19	15	13	16	13	9	23	10	19	27	29	15	16	6	10
125988	791	1020	797	516	308	313	430	269	340	421	478	529	469	227	289	253
374875	112	55	62	85	5	10	10	15	14	16	15	11	9	9	8	3
25873	14431	12623	11797	14083	6261	7788	6854	7580	6070	7582	7914	7892	7166	6909	4985	4424
9361	10474	5886	7984	8602	4335	5595	5112	4462	4219	4612	4587	4079	4091	3246	3020	2484
257062	4	3	3	2	0	2	1	3	2	0	1	1	2	1	2	1
163154	123	141	96	65	145	174	288	127	192	292	149	185	181	72	188	144
56931	2539	2218	2045	1500	1667	2122	2255	1942	2196	2662	2196	2313	2162	1498	1919	1480
4902	54	31	29	32	29	34	22	37	24	44	12	12	14	21	12	16
2528	6	2	2	5	4	1	2	3	1	0	2	1	2	1	1	1
2525	14	4	2	7	0	6	3	18	4	0	0	0	0	8	0	0
101928844	3	2	1	3	1	1	2	6	0	1	2	0	0	0	2	0
2527	12	8	9	10	2	4	7	7	4	6	5	7	1	3	4	1
126328	3422	3324	2995	1815	1918	2104	2028	2062	2033	2380	2209	2678	1934	1592	1805	1436
400673	379	260	180	337	31	69	80	57	39	56	78	87	84	77	48	56
828	462	274	226	275	42	73	75	63	70	80	93	92	78	45	49	33
8498	2643	2676	2420	1950	2117	2758	2649	2157	2216	2687	2570	2683	2249	1683	1913	1610
100128568	24	16	18	35	12	16	39	7	17	38	19	33	8	28	22	30
5990	866	797	854	687	1043	1262	2260	1894	1857	2403	1828	1961	1359	1680	1617	1499
105372255	29	10	24	51	3	4	0	1	2	8	2	11	2	22	1	5
81616	117	99	69	84	5	5	7	20	6	6	25	22	27	20	12	7
4298	4056	4570	4213	2662	1589	1951	2026	2024	1802	2023	2772	3230	2576	1615	1605	1285
125981	6	0	3	0	1	0	1	0	3	0	5	2	1	0	0	0
8192	1678	1531	1377	1111	272	341	364	400	304	439	965	1087	900	477	374	322
84266	514	386	422	293	83	91	99	91	67	64	91	107	75	52	58	25
5623	27	21	25	12	6	4	9	17	4	8	27	26	7	10	3	10
2962	4648	3853	3889	3705	4322	4682	4842	4477	4337	4993	5982	6209	5174	4056	3728	3575
102465533	0	0	0	0	3	6	4	2	5	0	1	1	1	1	0	1
102465473	0	0	0	0	1	4	0	0	0	1	0	1	0	0	0	0
390877	13	19	27	17	61	39	55	39	56	58	62	63	45	34	49	36
8570	14908	15232	14923	10060	8020	8859	8689	6521	6838	8726	14379	14781	12753	6547	7089	5635
100500888	443	462	476	330	262	289	311	215	244	282	510	498	453	233	232	162
284427	132	114	86	71	12	23	13	27	18	21	16	15	16	17	9	20
79085	3112	2814	3102	2735	419	536	476	536	496	527	371	344	499	479	327	353
92359	13	3	5	4	2	2	3	0	2	0	1	1	1	0	0	1
79958	2335	1778	1443	1737	773	931	926	885	972	1116	572	553	583	689	617	518
10382	146	142	120	170	57	33	56	79	48	77	90	102	79	58	60	56
8744	450	311	250	481	3467	3165	3735	4499	3273	3722	1206	1107	883	2345	2303	2429
970	5613	4278	3845	5645	25760	26321	25753	40605	23894	28738	14060	12460	10922	26233	19100	17860
8740	491	581	329	518	2088	1402	2732	1435	1624	2281	318	327	294	976	1414	1407
718	944	1266	830	987	5397	5898	8412	7176	8050	9500	6474	6105	5920	7361	7410	7820
56927	2962	1998	2004	2318	7774	8142	7988	9343	7745	8968	2764	2926	2440	5817	6136	5700
102465474	2	4	5	6	13	11	10	14	9	10	1	5	4	17	8	11
9322	1462	1362	940	1489	16811	15109	16047	17338	12797	16236	4442	5362	4441	11490	12184	11034
107985302	34	31	18	34	680	723	584	389	384	430	88	90	82	281	313	234
10045	60	55	43	62	294	347	483	527	418	485	198	200	195	362	368	301
7409	5234	5208	4853	3698	1377	1600	4349	3145	3081	6221	9483	10943	9889	4951	5270	5320
2015	28	11	6	14	17	12	32	23	17	62	233	351	151	67	46	80
105372256	0	0	0	2	0	0	0	1	4	2	8	5	5	3	0	1
326342	129	109	52	121	72	91	161	89	130	173	466	408	367	112	119	163
497049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
112268245	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0
729458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653657	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79230	737	702	578	571	836	896	844	506	714	784	549	532	492	517	572	517
3643	3959	2889	3260	3400	1643	2366	1738	1607	1408	1545	1518	1007	1556	1405	958	963
