Gene	GSM6290462	GSM6290463	GSM6290464	GSM6290466	GSM6290467	GSM6290468
H1-10	79.80462049	56.42166464	68.50559796	270.7990054	243.6431475	167.0419653
RBM43	11.49561902	11.28891261	12.05370006	13.93409546	10.70404627	19.11988033
SUMO3	131.6913091	150.2364211	156.4565437	86.74465061	92.69367818	82.3388395
IMMP2L	3.831873007	4.350696543	3.647512444	5.069917362	4.315243785	5.011258958
TCEAL2	0.410557822	0.595358474	0.410647096	0.523346308	0.39229489	0.205590111
JAG2	30.85048778	34.69108033	22.15078749	8.177286068	10.31175138	13.00357453
FMNL1	114.4869813	90.37999607	82.29850926	212.3150555	152.8268805	360.5279586
NUTM2A	1.720432779	1.259412157	1.207785578	0.981274328	1.120842542	1.721817181
PTRHD1	17.41938189	13.55585449	14.44511551	6.73808372	3.894927832	7.735327931
LCN12	0.899317134	0.595358474	0.483114231	0.261673154	0.168126381	0.179891347
WT1	17.30207965	20.860445	29.56659094	36.66695073	24.5184306	21.25287774
ZFP90	41.66184377	36.68324137	38.86653989	5.298881372	5.099833564	8.994567361
FAM227A	1.700882406	1.44259938	1.304408424	2.256930955	4.035033149	5.396740417
NOC4L	26.9990644	33.75224581	26.90946267	30.64846818	32.98079178	28.44853163
USP18	11.67157237	7.464879331	6.932689215	56.16160072	22.10861913	66.97097869
SORCS2	1.388076447	1.511294588	2.222325463	0.130836577	0.840631906	0.411180222
TMEM121	0.39100745	0.686952086	0.6280485	0	0	0.025698764
TMEM106A	17.22387816	13.37266727	16.81237524	95.34715556	70.86526969	94.93123381
SIVA1	53.74397397	83.09830396	76.25958137	34.24647405	29.19794821	30.76142038
BRI3BP	197.4587621	205.7879465	250.6155074	7.915612914	8.210171617	9.945421625
DGAT1	125.8848484	109.5917561	98.67608169	74.02079349	69.74442715	57.97641133
AP3M1	52.06264193	61.82568771	63.04640715	124.0330751	125.9546806	120.4758051
F8	7.93745123	4.831563003	6.546197831	7.228720884	4.763580801	5.962113222
CA13	6.979482978	6.068076757	6.811910658	53.61028746	39.14542576	38.98502482
UBOX5	7.78104825	6.388654397	7.705671985	9.714615849	11.20842542	10.33090308
MAFF	2.737052148	1.167818546	0.652204212	204.8246614	171.3488035	174.6744982
BRF1	45.94337534	50.01011184	43.81846076	15.07891551	14.85116367	24.10544053
SEMA4B	11.53471977	15.13584429	11.81214295	6.476410566	5.380044199	6.887268722
CIB1	40.6452244	47.81186516	42.80392087	34.05021919	32.58849689	28.93680814
ANKS1B	0.215054097	0.228984029	0.434802808	0.621473741	0.336252762	0.231288875
NELFA	30.28352698	29.14966684	28.40711679	31.49890593	30.45889607	27.08649714
FLRT2	1.016619369	1.671583408	2.946996809	14.81724236	6.89318163	19.06848281
INTS5	27.85928079	33.61485539	30.29126229	19.78903229	18.94223895	21.20148021
RPS27L	38.14277672	45.06405682	42.17587237	24.43373077	21.26798723	15.34216204
MANEAL	2.091889856	3.961423694	3.671668156	1.733584646	1.933453384	1.644720889
ADSS1	6.823079998	6.594740022	7.391647735	2.845695552	3.110338053	2.132997403
ANO9	0	0	0	8.962305531	7.957982045	5.114054014
FAF1	114.7020354	110.438997	123.6289317	140.6493204	120.7988049	107.4208331
FAM43A	24.75077157	27.02011537	21.57105042	65.25474282	46.37486015	40.37275807
NSMCE3	0.977518624	0.457968057	0.652204212	0.196254866	1.092821478	0.822360444
HSF1	103.6365246	106.3172845	102.3960613	136.2008768	139.1245805	121.8892371
C6orf120	58.5533656	51.93357768	59.25396044	89.23054558	71.76194372	73.57556101
PURA	56.18777053	56.35296943	60.89654882	34.90065694	31.94401243	33.61398317
INPP5J	6.275669568	3.915626888	5.121010849	0.948565184	0.95271616	1.978804819
LRRC37B	9.364628421	8.220526625	7.609049139	13.37804001	10.98425691	12.36110543
DDX51	49.9512017	64.02393438	45.92000766	40.00328345	43.06837466	36.41514843
NOMO2	205.4548645	219.2980041	222.0393006	149.6116259	149.2962265	108.3973861
SIGIRR	27.66377707	25.82939842	22.24741034	4.97178993	5.267959945	4.368789861
NRBP2	40.93847999	30.15719656	21.9575418	9.289396974	9.66726692	13.05497206
PRSS57	1.798634269	1.534192991	1.08700702	0.359800587	0.448337017	0.642469097
IFITM2	76.38330531	69.86302711	67.58768092	41.27894007	38.02458322	31.81506969
TNFAIP2	138.3188853	121.979792	119.2809036	5065.109118	4183.12447	4995.42852
PGBD2	13.2160518	17.81495742	15.84614678	2.518604109	1.933453384	4.214597278
TCEAL9	6.099716216	6.434451202	7.705671985	22.0132541	18.29775449	16.98688293
RAB11B	53.62667173	47.90345877	46.76545756	58.77833226	69.52025864	55.53502876
PRMT3	12.25808355	16.8761229	16.32926101	13.4434583	17.00878557	15.41925833
GP1BA	0.058651117	0.022898403	0	1.373784059	0.448337017	2.441382569
PRPF39	32.98147838	33.17978574	33.93877473	196.6473754	207.0196174	178.4265177
PPIL6	1.133921604	0.48086646	0.265712827	2.355058388	4.931707183	3.366538069
ZNF74	10.88955748	15.63960915	12.92330568	1.439202348	1.457095304	3.340839306
KIAA0825	1.661781661	1.831872228	1.859989789	0.523346308	0.86865297	1.593323361
UBALD2	31.10464263	19.80711847	21.88507467	82.59058929	72.63059669	43.86778996
CDNF	0.821115644	0.48086646	0.458958519	0.425218876	0.364273826	0.385481458
NOTUM	3.421315185	3.228674803	2.560505425	0.45792802	0.336252762	0.256987639
KLHL33	1.055720114	1.465497783	0.966228462	0.752310318	0.95271616	1.284938194
RBM11	0.293255587	0.137390417	0.169089981	0.621473741	0.39229489	0.616770333
ZBTB37	19.84362807	19.71552486	19.92846203	19.03672197	15.97200622	23.92554918
IL3RA	13.11829994	8.106034611	10.33864454	60.93713578	46.8792393	53.35063383
CCDC137	48.99323345	56.37586783	55.36489088	27.57380862	28.3573163	33.79387451
RGPD2	37.92772262	20.65435938	23.74506446	485.5018284	387.4752666	465.2761202
ARL15	10.55720114	7.808355374	9.324104659	6.116609979	3.278464434	5.293945361
CDK10	99.35499298	113.621875	93.28935801	60.51191691	57.30307493	54.27578933
TMEM105	32.29721535	22.50913001	24.78376005	2.45318582	5.436086326	1.927407292
SOCS1	0.332356332	0.686952086	0.144934269	2.616731542	1.485116367	3.315140542
TCN2	2.385145443	1.740278617	1.763366943	1.733584646	1.849390193	1.876009764
GAS2L1	6.901281488	9.273853157	8.913457563	8.733341521	6.500886741	14.44270531
ATP6V0A2	24.61391896	26.83692815	26.40219273	36.76507816	44.16119614	37.95707426
PRKN	1.212123094	3.159979594	0.676359923	1.210238338	2.830127417	1.38773325
TEDC1	29.63836469	33.72934741	30.12217231	13.99951375	12.27322583	14.18571767
HS6ST3	0.23460447	0.206085626	0.265712827	0.556055453	0.196147445	0.256987639
HGS	170.3423955	202.0326084	163.0268973	216.2074436	206.7394068	219.1333597
TNFAIP8L1	16.24635954	15.02135227	15.29056541	10.69589018	10.19966713	10.27950556
RAD51D	31.3392471	39.04177687	42.56236375	22.30763639	19.11036533	32.27764744
MAPK11	13.62660962	10.23558608	8.164630505	13.47616744	8.63048757	16.11312496
SP140L	26.11929764	16.8761229	21.66767326	42.32563269	28.74961119	41.96608143
MRPL30	27.9961334	31.41660872	31.81307211	22.96181928	23.67779869	21.50986538
TARS3	5.298150944	4.32779814	4.855298022	5.102626507	8.042045235	6.347594681
SMYD3	123.4410519	96.83734568	101.1399643	62.40904727	61.4782134	50.03549329
METTL7A	4.750740514	5.472718283	5.362567965	0.817728607	1.42907424	1.696118417
LINC00158	0	0	0	9.649197561	4.931707183	3.906212111
IFNLR1	0.586511175	0.755647294	0.917917039	1.112110905	1.597200622	1.516227069
SH3BGR	0.782014899	0.755647294	0.652204212	0.523346308	0.588442334	0.385481458
FAM174B	4.066477477	3.892728485	3.792446714	2.812986407	5.015770373	3.597826944
ZSWIM9	11.652022	12.75441039	11.93292151	1.831712079	1.232926796	2.441382569
TMEM179B	37.28256033	40.18669701	31.74060498	21.32636207	23.73384082	19.47966303
GPRIN3	0.860216389	0.618256877	0.6280485	3.859679024	6.220676105	3.983308403
PARPBP	20.50834074	19.66972805	19.56612636	10.63047189	8.910698205	9.405747583
STAC3	39.66770578	53.76544991	47.58675176	27.96631835	26.00354696	23.66856154
SDHAP1	8.973620971	9.342548365	9.517350351	14.03222289	8.658508633	14.69969294
MUC1	28.44579197	15.2732347	15.38718826	49.78331758	40.35033149	48.46786869
FAAP100	57.79090107	69.84012871	54.03632674	29.07842926	21.96851381	26.41832928
IRF7	16.79376997	16.64713888	10.74929164	207.7684844	120.6026575	150.3891663
L3MBTL1	25.74784056	14.21990817	15.62874537	3.14007785	1.989495511	4.857066375
BRCC3	26.49075472	34.55368991	36.45096873	11.77529194	11.12436222	12.33540667
SV2B	0.351906705	0.274780834	0.507269943	0.45792802	0.448337017	0.642469097
LMNTD2	5.728259139	2.4043323	3.381799617	1.373784059	1.260947859	1.541925833
NR2F2	1.505378681	2.427230703	5.241789407	2.45318582	2.213664019	1.876009764
AHNAK2	11.16326269	10.32717969	7.222557754	4.186770467	2.6900221	4.882765139
OLFML2A	0.782014899	0.709850489	0.410647096	1.570038925	1.905432321	1.362034486
SP1	130.1859304	112.7975325	147.3256848	112.7157112	112.3644648	119.4735533
MRPL40	14.85828309	17.6088718	15.36303255	9.420233551	7.509645028	8.069411861
INKA1	3.06940848	4.32779814	6.37710785	0.163545721	0.056042127	0.102795056
PCGF3	41.54454153	40.04930659	38.57667135	83.96437335	85.26809635	73.85824742
LMLN	5.571856159	4.946055017	10.19371027	6.934338586	9.611224793	10.35660185
P4HB	1010.226398	1181.076721	1150.82641	936.0048725	875.8824041	812.4407216
PSMD13	89.95126381	116.690261	101.3090542	103.0665136	111.8881067	93.7233919
PBX1	1.290324584	1.28231056	1.256097001	1.275656627	2.073558702	0.488276514
NDUFA4L2	13.64616	2.106653063	7.681516274	0.719601174	1.204905732	0.796661681
SHC4	1.094820859	2.839401954	1.497654116	4.611989342	2.157621892	3.777718292
ZFP36L1	12.2189828	2.839401954	3.140242502	5.593263671	6.977244821	12.59239431
UBE2L3	104.6726943	117.9725715	113.9424914	114.7436781	114.213855	89.97137238
BRWD1	66.2953131	57.13151513	63.86770134	94.66026353	80.78472618	69.77214396
PMEL	1.212123094	0.389272849	0.797138481	0.261673154	0.168126381	0.668167861
SYN3	9.892488478	1.351005768	1.473498405	0.392509731	1.232926796	0.359782694
SNAI3	2.404695816	3.251573206	1.739211232	0.261673154	0.532400207	0.848059208
ZBTB3	9.149574324	8.128933014	9.227481813	5.102626507	4.539412293	5.550933
EP400P1	32.31676572	37.23280304	30.77437652	16.91062759	25.86344165	31.12120307
PRAME	89.50160524	104.0503426	94.69038928	88.02030724	95.07546858	78.40692863
MYBL1	10.57675152	9.686024408	11.42565156	1.831712079	0.924695097	2.492780097
SMG1P4	3.558167793	3.091284386	2.367259732	27.93360921	14.17865815	24.9791985
MOSMO	9.442829911	10.76224934	9.710596044	20.0179963	12.69354178	19.81374696
DRG1	46.92089397	59.3068634	44.66391066	52.59630399	67.58680525	47.77400207
ANKFY1	48.602226	55.3454397	53.50490109	117.3604097	108.1613053	130.5240218
YTHDF3	72.1213241	80.12151159	86.01848884	324.5401295	332.7501295	278.523203
ZNF696	8.523962404	9.388345171	8.86514614	1.471911492	1.793348066	3.752019528
SRL	0.410557822	0.503764863	0.507269943	0.45792802	0.560421271	0.334083931
IFIT1	8.875869109	3.068385983	3.623356733	77.81505423	29.8144116	89.14901193
CXorf38	23.34314475	24.29520543	26.23310275	31.33536021	24.96676761	39.39620504
KCNQ5	6.256119196	8.33501864	9.565661775	8.864178098	5.632233771	5.242547833
ADAMTSL5	6.529824411	5.472718283	6.352952138	2.158803522	2.241685083	2.7754665
MORF4L1	202.7373627	208.0090915	267.5486611	289.6067634	314.900712	273.3577515
WDR53	8.699915757	11.31181101	7.850606254	4.154061323	3.782843578	7.452641528
DMWD	12.2189828	7.37328572	7.415803446	9.060432964	9.387056285	10.74208331
SLC52A2	48.01571483	71.30562649	56.47605361	42.65272413	40.65856319	40.29566178
PIGP	17.41938189	11.74688067	13.62382132	9.420233551	8.546424379	9.123061181
IKZF1	139.5114581	124.4528195	140.4171513	592.4607302	512.8415049	671.8684831
PCYT2	56.30507276	64.82537848	69.68922783	3.990515601	4.819622928	5.345342889
NAT8L	18.63150498	27.04301377	19.15547926	1.602748069	1.82136913	1.233540667
NPAP1	0.508309685	0.503764863	0.676359923	0.523346308	0.616463398	0.642469097
BCAP31	140.0197677	161.6856226	148.6059375	122.7901276	118.9494147	121.143973
ARL17A	28.36759048	24.18071342	25.33934142	9.289396974	7.509645028	11.79573263
GNB1L	2.697951403	2.702011537	2.608816848	0.196254866	0.672505525	0.822360444
DNAH14	10.81135599	12.13615351	8.261253351	14.13035033	13.95448964	9.482843875
EVI2B	73.39209831	49.75822941	66.64560817	9.223978685	8.854656078	6.887268722
NPIPB4	35.11246899	24.8218687	21.01546905	24.07393018	26.25573653	27.16359343
ZNF829	3.968725615	3.228674803	3.236865348	5.953064258	5.604212708	4.471584917
TMPRSS11B	0.293255587	0.183187223	0.144934269	0.719601174	0.364273826	0.565372806
THNSL1	2.287393581	2.541722717	3.357643906	0.163545721	0	0.359782694
TRIM69	4.477035299	4.739969391	3.623356733	18.57879395	15.07533218	18.29751989
ATP6V0C	77.53677728	95.48633991	75.34166433	147.1257309	164.3715587	127.9284466
IFITM1	28.34804011	15.93728839	11.73967581	41.44248579	19.3625549	40.32136054
LAMP1	140.4498759	156.7853644	162.9785858	192.5260232	201.8637417	165.9369184
POMK	3.499516675	3.091284386	4.323872368	6.639956287	7.201413329	6.219100861
LINC00839	2.287393581	1.396802574	1.811678366	1.046692617	1.316989986	1.130745611
C16orf54	33.64619105	28.62300357	28.72114104	4.023224746	3.810864641	9.277253764
KLHDC8B	2.893455128	2.358535494	2.560505425	0.785019463	1.541158495	1.002251792
SETD4	18.00589306	19.48654083	20.2907977	18.51337566	20.34329213	19.22267539
PTCH1	12.88369547	8.472409057	10.72513593	5.920355113	10.56394095	11.69293757
CALHM1	0.332356332	0.435069654	0.31402425	0.22896401	0.252189572	0.513975278
RNPC3	50.75276698	45.56782168	45.34027058	31.56432422	23.14539848	31.91786475
ZNF267	29.57971357	30.59226622	36.08863306	425.3497121	309.1283729	370.8331629
IRS2	105.8066159	87.51769571	100.2703587	284.536846	344.9673132	284.511015
C7orf61	2.697951403	1.877669034	2.077391193	0.719601174	0.336252762	0.488276514
SHOX	0.664712665	0.366374446	1.014539885	1.471911492	0.812610843	1.336335722
BICD2	42.03330085	50.4909783	50.6062157	17.89190192	14.54293198	19.29977168
TMLHE	8.074303837	7.029809677	8.961768986	5.560554526	5.492128453	5.396740417
GRK1	0.957968252	0.915936114	1.207785578	0	0	0
SLITRK2	2.658850658	2.427230703	3.864913848	2.191512666	2.521895718	2.158696167
LRCH3	41.95509936	40.32408743	36.595903	96.7863579	93.17003626	92.07867101
NDUFA13	89.59935711	95.60083192	106.5508437	97.99659624	96.42047963	82.87851354
ZNF566	6.451622921	5.724600714	8.382031909	9.518360983	10.22768819	9.611337694
LOC100379224	1.935486876	3.091284386	2.004924059	0.785019463	0.504379144	0.616770333
ZNF529	17.3411804	15.77699957	10.62851308	19.1348494	19.02630214	16.34441383
ZNF284	4.633438279	4.030118903	4.710363753	0.817728607	1.260947859	1.464829542
DLEU7	1.505378681	1.305208963	0.724671347	0.261673154	0.336252762	0.359782694
TAL2	0.175953352	0.228984029	0.241557116	0.22896401	0.39229489	0
MATN1-AS1	3.85142338	4.030118903	2.560505425	9.518360983	8.546424379	9.225856236
AIDA	36.67649878	41.99567084	47.51428462	34.47543806	25.86344165	26.95800332
CDIN1	13.93941558	12.75441039	11.47396299	4.840953352	3.838885705	6.142004569
CD300LF	21.11440229	20.90624181	19.75937205	7.752067193	8.350276934	6.784473667
NBPF6	1.994137994	1.053326531	1.473498405	0.883146895	0.95271616	1.079348083
GSAP	14.52592676	14.60918102	9.17917039	57.27371162	59.76892853	128.2882293
AGBL4	0.430108195	0.183187223	0.144934269	1.668166358	2.185642956	2.518478861
CYP2R1	9.130023951	4.350696543	5.024388003	7.19601174	4.98774931	4.959861431
LRRC70	0.371457077	0.068695209	0.144934269	1.079401761	0.672505525	0.616770333
ANKRD46	17.65398636	18.08973826	17.19886662	11.54632793	12.55343646	18.55450753
PIP5K1C	65.06363964	76.68675116	66.62145246	103.0665136	91.46075139	108.1146997
ZBTB6	11.16326269	12.36513754	11.95707722	17.85919277	15.2154375	16.60140147
C2orf76	5.630507276	5.633007103	7.270869177	11.18652734	10.7600884	9.277253764
POLR3C	61.15356514	63.70335674	67.99832802	165.4755609	176.1964475	149.6439021
UBL4B	4.105578222	0.435069654	1.811678366	0.098127433	0.028021064	0.102795056
WWOX	7.487792662	6.938216065	9.686440332	4.219479611	5.884423343	5.191150306
CIDECP1	8.523962404	9.479938782	8.86514614	38.00802565	31.3555701	40.65544447
BCL9L	26.02154578	21.86797473	25.60505425	541.3363377	559.8328284	562.3146527
POLR1D	70.40089132	63.3598807	73.57829739	50.96084678	59.93705491	45.30692074
KIF18B	97.53680834	105.4471452	109.956799	10.20525301	8.938719269	20.37911976
ZNRF1	10.45944928	9.502837185	12.77837141	12.78927541	12.10509945	11.51304622
FFAR4	0.54741043	0.847240906	0.821294193	0.130836577	0.196147445	0.513975278
SAPCD2	79.21810932	120.9264655	115.4159898	5.691391104	5.828381216	4.265994806
EDARADD	0.508309685	0.915936114	0.652204212	0.68689203	0.504379144	1.207841903
MTARC1	24.75077157	46.16318016	31.49904786	3.630715014	4.091075276	1.824612236
BLOC1S4	14.52592676	11.79267747	12.77837141	6.2801557	6.164633978	5.08835525
ZNF749	3.343113695	6.503146411	4.565429483	2.224221811	1.541158495	1.953106056
LINC02610	6.549374783	7.510676137	7.391647735	1.733584646	2.241685083	1.413432014
MRTFB	8.621714267	10.05239885	13.28564135	12.82198456	20.06308149	32.97151407
BTLA	0.371457077	0.297679237	0.289868539	0	0.028021064	0
ZNF17	5.689158394	5.541413491	6.618664965	5.560554526	8.63048757	6.681678611
KDM4D	0.645162292	0.228984029	0.410647096	0.22896401	0.616463398	0.179891347
TOR3A	47.91796296	51.06343837	49.32596299	66.30143544	62.29082424	63.34745299
PPP1CC	173.7637107	224.6562304	229.7208169	193.0166604	182.0248287	169.7660343
ZNF555	9.736085498	12.09035671	9.831374602	10.46692617	6.304739296	6.167703333
NAP1L3	1.935486876	1.579989797	2.391415444	2.158803522	1.541158495	1.38773325
CA5BP1	10.28349593	13.6474481	10.60435737	11.90612852	11.76884669	15.0851744
PRELID2	7.350940055	6.297060785	8.116319081	3.630715014	3.278464434	1.901708528
BACE1	66.33441385	72.1528674	70.80039056	23.58329302	20.06308149	23.69426031
TMEM212	7.214087448	4.739969391	5.048543714	12.8546937	10.67602521	10.51079443
SLC36A3	0.273705215	0.343476043	0.483114231	0.294382298	0.700526588	0.436878986
SLC36A2	1.309874957	1.076224934	0.893761327	0.948565184	0.756568716	0.770962917
RXRA	173.5877573	217.5577255	207.4734065	41.80228638	47.94403971	59.209952
ANKRD37	0.821115644	0.755647294	0.845449904	3.728842447	3.054295926	3.931910875
NUDT17	9.247326186	8.999072322	7.753983408	10.79401761	11.74082562	12.90077947
MINAR2	0.566960802	0.457968057	0.652204212	0.654182885	0.812610843	0.668167861
ZNF75D	28.68039644	28.8977844	25.26687428	12.92011199	11.09634116	13.46615228
KRT10	8.660815012	11.93006789	9.686440332	26.298152	23.87394613	19.50536179
GOLGA8R	45.63056938	38.60670721	52.17633695	16.12560813	17.31701727	10.71638454
CD300E	0.23460447	0.114492014	0.241557116	1.079401761	0.448337017	1.953106056
CCDC30	9.716535126	8.17472982	10.19371027	8.667923232	9.10684565	11.33315488
NKRF	25.18087976	33.59195699	29.59074665	46.77407631	39.93001554	43.66219985
GLDN	1.094820859	0.366374446	0.120778558	7.490394039	2.6900221	4.651476264
KPNA4	52.92285832	64.84827689	57.63552776	263.5048663	258.6344165	229.4128652
TMPRSS12	0.508309685	0.343476043	0.362335673	0.359800587	0.812610843	0.642469097
RPS23	946.1598269	992.2793894	969.7068845	681.7894032	784.0293578	613.0954101
BTN3A2	20.31283701	18.54770631	18.16509509	8.798759809	8.350276934	7.555436583
PCLO	6.099716216	10.67065573	7.46411487	4.775535064	1.737305939	2.929659083
INSIG1	120.6844494	95.4176447	172.5684033	422.8638172	339.7273743	447.8009608
MYT1L	0.938417879	1.328107366	1.135318443	1.995257801	1.513137431	1.824612236
ZNF396	2.130990601	1.190716949	1.811678366	7.65393976	5.912444406	4.934162667
TMEM222	38.0841256	37.59917749	31.83722783	46.47969401	44.91776485	36.33805214
CLCNKA	3.30401295	1.557091394	0.676359923	16.28915385	16.95274344	14.77678924
ARHGAP30	349.5411097	342.8119892	315.6668386	48.11515123	49.70936672	92.74683888
FAM86B1	1.407626819	1.969262646	1.159474154	1.373784059	1.036779351	2.184394931
CYP4F8	1.231673467	0.96173292	1.062851308	0.654182885	1.513137431	1.002251792
CYP4F3	2.209192091	2.266941883	0.241557116	0.45792802	0.47635808	0.513975278
SMYD4	10.92865822	14.67787623	13.81706701	3.859679024	3.978991022	5.782221875
FOXD2	3.77322189	3.595049248	3.26102106	5.168044795	3.64273826	3.109550431
GPATCH8	54.0763303	48.38432523	57.58721634	147.2238584	156.2734713	179.2488781
CEACAM19	6.490723666	5.060547031	3.11608679	5.364299661	5.267959945	10.63928825
NF2	47.44875403	54.93326845	51.16179707	44.77881851	45.05787017	37.85427921
SMIM29	13.27470292	13.28107366	14.95238545	39.83973772	36.56748792	29.63067476
SPATC1	1.348975702	1.007529726	0.507269943	7.261430029	3.698780387	18.24612236
UBE2H	39.25714795	33.91253463	40.29172687	488.7727429	483.9517884	336.3968193
HPDL	7.54644378	8.976173919	5.990616465	0	0.196147445	0.154192583
KTN1-AS1	1.798634269	2.908097163	2.560505425	1.406493204	1.288968923	1.721817181
KATNA1	34.50640744	34.25601067	39.97770262	65.974344	75.76895581	71.26267226
FSD2	0.782014899	0.549561669	1.062851308	0.817728607	0.812610843	0.565372806
ARAP1	252.6494636	219.0690201	177.8101927	106.5991012	111.579875	137.0515078
KIF24	24.24246188	23.01289487	26.03985705	11.84071023	8.966740332	20.9958901
PDE2A	0.039100745	0.228984029	0.096622846	0.654182885	0.084063191	0.539674042
CARMIL3	1.427177192	2.08375466	2.004924059	0.948565184	0.336252762	0.411180222
PRR5	5.904212491	6.73213044	4.082315252	3.565296726	3.922948895	7.298448944
ZFP91	142.8545718	154.1291496	195.4438622	253.0706492	233.6116067	235.1950871
C17orf58	6.6080259	6.915317662	9.396571794	1.897130368	1.709284876	2.31288875
BCDIN3D	5.102647219	5.495616685	4.758675176	1.439202348	0.86865297	1.953106056
CYP27C1	0.410557822	0.32057764	0.6280485	1.046692617	0.700526588	1.053649319
LYRM7	29.28645798	44.33130793	42.10340523	13.77054974	19.41859703	24.02834424
CCDC73	0.527860057	0.228984029	0.434802808	7.752067193	7.397560774	6.01351075
MST1L	3.92962487	2.015059451	3.26102106	0.850437751	0.336252762	0.848059208
BCR	52.7273546	53.07849782	58.28773197	23.25620158	22.24872445	23.15458626
MPPED1	0.410557822	0.709850489	0.531425654	0	0.084063191	0
FSCN2	0.175953352	0.274780834	0.169089981	0.392509731	0.644484461	0.770962917
SPIN4	26.94041329	23.76854216	26.78868411	5.560554526	4.063054213	5.242547833
SPIN2B	1.681332034	1.831872228	2.657128271	2.485894965	1.457095304	0.848059208
HYAL3	90.30317052	100.5926837	95.72908488	50.63375533	45.00182804	40.44985436
VSIG10L	1.661781661	1.992161048	1.038695597	1.570038925	1.316989986	2.646972681
CXCR3	8.914969854	3.274471608	3.864913848	2.158803522	1.373032113	4.034705931
ZNF397	34.44775632	25.32563356	33.31072623	17.20500989	19.89495511	23.15458626
ZSCAN30	28.34804011	22.25724758	24.80791576	13.4434583	16.25221685	13.80023621
TPCN1	233.1577423	190.5605086	193.8495852	24.66269478	34.12965539	30.22174633
LILRB4	11.22191381	5.495616685	8.696056159	2.126094378	4.959728246	4.497283681
TNFRSF4	0.039100745	0.068695209	0	23.61600217	11.26446754	18.58020629
HEXIM1	36.63739804	43.25508299	41.08886535	39.3818097	35.53070857	52.70816474
TRABD2A	1.564029799	1.694481811	1.08700702	5.724100248	4.763580801	12.12981656
PDZD7	66.62766943	42.72841973	68.91624506	8.013740347	10.47987776	9.791229042
POFUT2	15.50344538	18.04394145	18.91392215	64.69868737	63.83198274	61.42004569
ERCC6L	11.02641008	14.76946984	17.82691513	0.883146895	0.756568716	1.310636958
TMEM17	1.974587621	1.717380214	1.932456924	0.850437751	1.036779351	0.976553028
TNFRSF18	0.039100745	0	0.024155712	37.05946046	16.39232217	45.87229354
C1QL4	1.055720114	0.435069654	0.217401404	0.098127433	0.112084254	0
RTN4RL2	2.365595071	2.060856257	1.328564135	1.471911492	1.288968923	2.030202347
ZDHHC17	30.20532549	29.05807322	24.22817869	80.03927604	72.60257563	83.10980242
ZNF395	17.478033	17.15090374	22.9962374	1.831712079	3.306485497	2.929659083
PPARA	20.01958143	25.21114154	21.47442757	34.93336608	35.67081388	26.95800332
TMEM232	0.371457077	0.183187223	0.289868539	0.556055453	0.728547652	0.231288875
LINC01551	0.215054097	0.435069654	0.120778558	0.91585604	1.82136913	0.077096292
EFCAB6	0.293255587	0.389272849	0.144934269	0.490637164	0.560421271	0.411180222
KANK3	0.215054097	0.457968057	0.410647096	0.359800587	0.532400207	0.179891347
EMID1	3.479966303	1.854770631	2.222325463	1.112110905	1.457095304	0.565372806
RHD	0.782014899	0.595358474	0.289868539	0.883146895	1.401053177	0.822360444
ESPN	8.836768364	10.62485893	8.623589024	4.448443621	4.259201658	2.981056611
PNLIPRP1	0.762464527	0.778545697	1.328564135	0.68689203	1.176884669	0.693866625
PTRH1	2.600199541	3.114182788	3.11608679	2.943822985	3.698780387	4.16319975
GPR141	0.488759312	0.915936114	0.845449904	4.350316188	4.063054213	3.212345486
TMEM216	10.81135599	11.38050622	8.623589024	8.144576924	8.938719269	10.87057713
RPS19BP1	30.85048778	46.62114821	35.91954308	43.83025333	41.86346893	38.75373594
C3orf70	4.340182692	5.060547031	5.531657945	1.373784059	1.260947859	1.362034486
TEAD1	15.44479426	14.81526665	20.7014448	104.5384251	103.5378298	132.4000316
PLCD1	4.574787162	4.350696543	3.88906956	3.270914427	2.325748274	2.621273917
ENTPD5	10.61585226	11.197319	14.90407403	8.373540934	7.929960981	9.097362417
MITF	3.6950204	3.824033277	2.850373963	4.873662497	5.239938882	5.422439181
NAP1L1	467.0583987	386.112869	440.6968016	418.055573	420.287932	363.9972917
CMC1	16.50051438	18.77669034	20.89469049	14.16305947	20.76360808	12.05272026
SLIT1	5.689158394	7.05270808	5.410879388	1.929839512	1.260947859	1.490528306
LYPD6	2.580649168	3.572150846	4.468806637	0.261673154	0.560421271	0.513975278
AKR1C1	5.532755414	8.907478711	5.749059349	4.350316188	2.185642956	3.572128181
SPATA21	0.15640298	0.206085626	0.410647096	0.45792802	0.308231699	0.282686403
RNF220	117.1067312	111.8815964	115.0294984	74.18433921	79.97211534	86.83612318
SHTN1	22.87393581	25.89809363	23.91415444	19.06943111	15.29950069	19.53106056
LOC730098	1.876835759	1.557091394	1.811678366	3.270914427	1.961474448	1.876009764
TSPYL4	29.87296916	27.66127065	27.92400255	82.06724298	64.30834082	57.10265336
MT1X	7.957001602	10.21268767	9.251637524	11.57903707	14.68303729	26.13564288
GCNT1	25.35683312	21.6160923	27.53751117	11.9715468	10.98425691	20.55901111
SESTD1	18.41645088	15.2503363	23.50350734	152.6862855	153.023028	137.9252658
FNBP1	38.78793901	36.24817172	43.26287939	61.00255407	45.47818612	61.31725064
DYNC2H1	12.49268802	16.62424047	17.10224378	11.93883766	11.76884669	8.994567361
