"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0046695","SLIK (SAGA-like) complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0097539","ciliary transition fiber","CC",8,3,1,0.509772210206764,0.965638715272479
"GO:0031527","filopodium membrane","CC",14,2,7,0.968195762830234,0.17027561528892
"GO:0031528","microvillus membrane","CC",24,12,9,0.0557781922918546,0.448519029883809
"GO:0061851","leading edge of lamellipodium","CC",3,2,1,0.247453380339828,0.717427953542304
"GO:0000145","exocyst","CC",13,6,2,0.219600773873938,0.967360726580655
"GO:0035859","Seh1-associated complex","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:1990130","GATOR1 complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0001401","SAM complex","CC",13,7,1,0.0910870235932931,0.995824913792827
"GO:0140275","MIB complex","CC",13,7,1,0.0910870235932931,0.995824913792827
"GO:0097440","apical dendrite","CC",12,7,3,0.0578746306395233,0.83810661305854
"GO:0097441","basal dendrite","CC",3,2,0,0.247453380339828,1
"GO:0070618","Grb2-Sos complex","CC",1,0,0,1,1
"GO:0097356","perinucleolar compartment","CC",5,1,2,0.859320975224648,0.559563828096545
"GO:0005834","heterotrimeric G-protein complex","CC",21,8,6,0.365390769762458,0.782183559727093
"GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","CC",51,20,15,0.187070323563547,0.813817633817138
"GO:0030660","Golgi-associated vesicle membrane","CC",49,13,17,0.850849147969707,0.535074739340618
"GO:0000109","nucleotide-excision repair complex","CC",11,1,7,0.986643634218244,0.0455245164491938
"GO:0044615","nuclear pore nuclear basket","CC",12,5,3,0.343150489536964,0.83810661305854
"GO:0070390","transcription export complex 2","CC",5,2,1,0.521409303041864,0.878340351966201
"GO:0071942","XPC complex","CC",3,0,2,1,0.273267176022581
"GO:0098686","hippocampal mossy fiber to CA3 synapse","CC",29,13,10,0.111470169830283,0.564761147316042
"GO:0033596","TSC1-TSC2 complex","CC",4,1,2,0.791738640788091,0.425956672592409
"GO:0032994","protein-lipid complex","CC",26,8,8,0.644128223531486,0.718528703079082
"GO:0034358","plasma lipoprotein particle","CC",23,7,7,0.657358394110794,0.72632319566054
"GO:0034364","high-density lipoprotein particle","CC",14,4,6,0.71539965444528,0.340778847063482
"GO:1990777","lipoprotein particle","CC",23,7,7,0.657358394110794,0.72632319566054
"GO:0030894","replisome","CC",15,0,6,1,0.415380027189056
"GO:0043601","nuclear replisome","CC",13,0,5,1,0.480289673695844
"GO:0043625","delta DNA polymerase complex","CC",4,0,3,1,0.120577679452753
"GO:0012510","trans-Golgi network transport vesicle membrane","CC",18,5,6,0.744057716775144,0.624093564319258
"GO:0030118","clathrin coat","CC",43,16,16,0.30189902583583,0.402733989765286
"GO:0030124","AP-4 adaptor complex","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:0030131","clathrin adaptor complex","CC",24,8,10,0.539339722466536,0.290397684763255
"GO:0031904","endosome lumen","CC",27,9,9,0.532758273457281,0.616621444966428
"GO:0098539","cytoplasmic side of transport vesicle membrane","CC",1,1,0,0.324428864982473,1
"GO:0098541","cytoplasmic side of trans-Golgi network transport vesicle membrane","CC",1,1,0,0.324428864982473,1
"GO:0005697","telomerase holoenzyme complex","CC",21,6,11,0.723354562636237,0.0684427852408231
"GO:0001741","XY body","CC",14,7,3,0.132766738648323,0.90861428031841
"GO:0098536","deuterosome","CC",6,3,1,0.302127283260108,0.920175795894394
"GO:0120098","procentriole","CC",3,1,0,0.691698642913413,1
"GO:0120099","procentriole replication complex","CC",6,3,0,0.302127283260108,1
"GO:0030893","meiotic cohesin complex","CC",6,3,3,0.302127283260108,0.340365219639168
"GO:0033106","cis-Golgi network membrane","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:0008180","COP9 signalosome","CC",16,2,8,0.983690423166589,0.14645713967355
"GO:0005882","intermediate filament","CC",51,12,28,0.938231276261509,0.00206536264160808
"GO:1990533","Dom34-Hbs1 complex","CC",2,0,1,1,0.56937436103573
"GO:0043527","tRNA methyltransferase complex","CC",7,2,2,0.719935099717795,0.755469602562103
"GO:0106143","tRNA (m7G46) methyltransferase complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0005940","septin ring","CC",13,9,3,0.007210454559047,0.877819379106357
"GO:0031105","septin complex","CC",13,9,3,0.007210454559047,0.877819379106357
"GO:0032156","septin cytoskeleton","CC",15,10,4,0.00684123888859305,0.814323367578273
"GO:0046581","intercellular canaliculus","CC",6,2,2,0.631050312932741,0.669163132325233
"GO:0043020","NADPH oxidase complex","CC",15,4,6,0.769362518315775,0.415380027189056
"GO:0044305","calyx of Held","CC",14,4,7,0.71539965444528,0.17027561528892
"GO:0070554","synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex","CC",1,0,1,1,0.343768886739998
"GO:0009368","endopeptidase Clp complex","CC",2,0,1,1,0.56937436103573
"GO:0009841","mitochondrial endopeptidase Clp complex","CC",1,0,0,1,1
"GO:0000120","RNA polymerase I transcription regulator complex","CC",6,1,3,0.90497510768303,0.340365219639168
"GO:0005736","RNA polymerase I complex","CC",13,7,3,0.0910870235932931,0.877819379106357
"GO:0035580","specific granule lumen","CC",48,20,19,0.113908695568391,0.268364109826936
"GO:0097255","R2TP complex","CC",5,2,1,0.521409303041864,0.878340351966201
"GO:0120293","dynein axonemal particle","CC",16,4,5,0.814928674389351,0.692723682382048
"GO:0030868","smooth endoplasmic reticulum membrane","CC",3,1,2,0.691698642913413,0.273267176022581
"GO:0005577","fibrinogen complex","CC",5,0,4,1,0.0505988395304509
"GO:0005581","collagen trimer","CC",53,18,16,0.457530686122833,0.782769826620838
"GO:0044301","climbing fiber","CC",2,1,0,0.543616888722218,1
"GO:0032593","insulin-responsive compartment","CC",7,3,2,0.408838345970105,0.755469602562103
"GO:0002096","polkadots","CC",2,2,0,0.105240841242728,1
"GO:0032449","CBM complex","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0005847","mRNA cleavage and polyadenylation specificity factor complex","CC",14,5,4,0.495726151567024,0.764904741328833
"GO:0005849","mRNA cleavage factor complex","CC",19,5,8,0.789437018186693,0.313351674999663
"GO:0060170","ciliary membrane","CC",52,17,19,0.536822408447285,0.421942902860075
"GO:0031431","Dbf4-dependent protein kinase complex","CC",2,0,2,1,0.118163412444265
"GO:0016580","Sin3 complex","CC",22,6,9,0.768041928653766,0.330300561480206
"GO:0070822","Sin3-type complex","CC",22,6,9,0.768041928653766,0.330300561480206
"GO:0020016","ciliary pocket","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0020018","ciliary pocket membrane","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0005745","m-AAA complex","CC",2,0,2,1,0.118163412444265
"GO:0030137","COPI-coated vesicle","CC",25,10,10,0.271215719466751,0.344747710119727
"GO:0030663","COPI-coated vesicle membrane","CC",18,7,7,0.360222598749826,0.428576957691458
"GO:0140284","endoplasmic reticulum-endosome membrane contact site","CC",4,1,2,0.791738640788091,0.425956672592409
"GO:0001940","male pronucleus","CC",6,1,1,0.90497510768303,0.920175795894394
"GO:0010369","chromocenter","CC",12,3,6,0.801417051586367,0.199191237784814
"GO:0005784","Sec61 translocon complex","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0005791","rough endoplasmic reticulum","CC",49,15,17,0.659641761592263,0.535074739340618
"GO:0030867","rough endoplasmic reticulum membrane","CC",24,5,9,0.929451754689931,0.448519029883809
"GO:0031205","endoplasmic reticulum Sec complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0071256","translocon complex","CC",6,2,3,0.631050312932741,0.340365219639168
"GO:0000836","Hrd1p ubiquitin ligase complex","CC",8,3,2,0.509772210206764,0.821543618024194
"GO:0042588","zymogen granule","CC",11,3,3,0.746355065913352,0.78767102192613
"GO:0042589","zymogen granule membrane","CC",9,3,3,0.600692842698899,0.648116307395431
"GO:0042599","lamellar body","CC",8,5,3,0.0790764937178851,0.557247556175828
"GO:0070765","gamma-secretase complex","CC",7,2,4,0.719935099717795,0.189656236847312
"GO:0099053","activating signal cointegrator 1 complex","CC",3,1,2,0.691698642913413,0.273267176022581
"GO:1990391","DNA repair complex","CC",22,7,9,0.604188253256162,0.330300561480206
"GO:0005746","mitochondrial respirasome","CC",84,28,23,0.471522223060183,0.931245227812167
"GO:0005750","mitochondrial respiratory chain complex III","CC",13,4,4,0.652635796480064,0.70573072623248
"GO:0045275","respiratory chain complex III","CC",13,4,4,0.652635796480064,0.70573072623248
"GO:0070069","cytochrome complex","CC",34,11,10,0.568715175917762,0.783166307063051
"GO:0070469","respirasome","CC",92,29,28,0.613628248862449,0.817613516296665
"GO:0098803","respiratory chain complex","CC",81,28,20,0.380963486432235,0.977289569519146
"GO:0000214","tRNA-intron endonuclease complex","CC",4,1,3,0.791738640788091,0.120577679452753
"GO:0044284","mitochondrial crista junction","CC",7,4,0,0.159845866313446,1
"GO:0061617","MICOS complex","CC",8,4,1,0.240615238909006,0.965638715272479
"GO:0005948","acetolactate synthase complex","CC",1,0,0,1,1
"GO:0030990","intraciliary transport particle","CC",24,5,10,0.929451754689931,0.290397684763255
"GO:0030992","intraciliary transport particle B","CC",17,3,7,0.948542863788861,0.360298456178957
"GO:0097228","sperm principal piece","CC",18,7,6,0.360222598749826,0.624093564319258
"GO:0097542","ciliary tip","CC",43,13,17,0.676258063783593,0.286630798491508
"GO:0043186","P granule","CC",21,6,9,0.723354562636237,0.273169068978163
"GO:0045495","pole plasm","CC",21,6,9,0.723354562636237,0.273169068978163
"GO:0060293","germ plasm","CC",21,6,9,0.723354562636237,0.273169068978163
"GO:0071546","pi-body","CC",7,2,4,0.719935099717795,0.189656236847312
"GO:0071547","piP-body","CC",3,2,1,0.247453380339828,0.717427953542304
"GO:0032009","early phagosome","CC",11,3,3,0.746355065913352,0.78767102192613
"GO:0036186","early phagosome membrane","CC",2,0,0,1,1
"GO:0030122","AP-2 adaptor complex","CC",9,3,6,0.600692842698899,0.0491470588045372
"GO:0030125","clathrin vesicle coat","CC",30,11,12,0.374627306424699,0.318590650815452
"GO:0030128","clathrin coat of endocytic vesicle","CC",9,3,6,0.600692842698899,0.0491470588045372
"GO:0030132","clathrin coat of coated pit","CC",16,6,8,0.422544781955426,0.14645713967355
"GO:0031499","TRAMP complex","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0042382","paraspeckles","CC",8,0,2,1,0.821543618024194
"GO:0005726","perichromatin fibrils","CC",5,1,2,0.859320975224648,0.559563828096545
"GO:0035061","interchromatin granule","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:0097524","sperm plasma membrane","CC",6,1,3,0.90497510768303,0.340365219639168
"GO:0072687","meiotic spindle","CC",14,8,4,0.0494073085382629,0.764904741328833
"GO:0090619","meiotic spindle pole","CC",2,2,0,0.105240841242728,1
"GO:0120103","centriolar subdistal appendage","CC",10,5,4,0.195195178762958,0.469225150310988
"GO:0070532","BRCA1-B complex","CC",4,2,1,0.39157864928938,0.81458504719227
"GO:0097427","microtubule bundle","CC",6,3,1,0.302127283260108,0.920175795894394
"GO:0150051","postsynaptic Golgi apparatus","CC",1,0,1,1,0.343768886739998
"GO:0120044","stereocilium base","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0150048","cerebellar granule cell to Purkinje cell synapse","CC",2,1,0,0.543616888722218,1
"GO:0044666","MLL3/4 complex","CC",11,4,5,0.501829569108526,0.315470277907587
"GO:0048188","Set1C/COMPASS complex","CC",15,4,5,0.769362518315775,0.629003519142872
"GO:0097546","ciliary base","CC",39,10,20,0.860818958371395,0.0218439474225892
"GO:0034668","integrin alpha4-beta1 complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0098637","protein complex involved in cell-matrix adhesion","CC",13,7,4,0.0910870235932931,0.70573072623248
"GO:1990971","EMILIN complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0031264","death-inducing signaling complex","CC",9,3,5,0.600692842698899,0.16131583756823
"GO:0031265","CD95 death-inducing signaling complex","CC",6,3,3,0.302127283260108,0.340365219639168
"GO:0034098","VCP-NPL4-UFD1 AAA ATPase complex","CC",8,2,3,0.789989396221472,0.557247556175828
"GO:1990917","ooplasm","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0016939","kinesin II complex","CC",3,0,3,1,0.040611530655107
"GO:0098871","postsynaptic actin cytoskeleton","CC",5,0,2,1,0.559563828096545
"GO:0099571","postsynaptic cytoskeleton","CC",8,1,4,0.956647353694726,0.280312624328446
"GO:0140007","KICSTOR complex","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:1990565","HSP90-CDC37 chaperone complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0036409","histone H3-K14 acetyltransferase complex","CC",2,0,1,1,0.56937436103573
"GO:0070775","H3 histone acetyltransferase complex","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:0016328","lateral plasma membrane","CC",57,18,18,0.604684495369903,0.717335934610218
"GO:0034045","phagophore assembly site membrane","CC",21,8,4,0.365390769762458,0.962544015953475
"GO:0031143","pseudopodium","CC",14,0,7,1,0.17027561528892
"GO:0005688","U6 snRNP","CC",8,4,0,0.240615238909006,1
"GO:0120115","Lsm2-8 complex","CC",7,3,0,0.408838345970105,1
"GO:0000242","pericentriolar material","CC",21,5,7,0.861049644388924,0.620699194378467
"GO:0032797","SMN complex","CC",10,2,4,0.885176083734816,0.469225150310988
"GO:0034719","SMN-Sm protein complex","CC",17,5,6,0.691809086072945,0.558921362109992
"GO:0005677","chromatin silencing complex","CC",13,7,1,0.0910870235932931,0.995824913792827
"GO:0033553","rDNA heterochromatin","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0090536","NoRC complex","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0008623","CHRAC","CC",4,3,1,0.103328111390276,0.81458504719227
"GO:0016590","ACF complex","CC",2,2,0,0.105240841242728,1
"GO:1904724","tertiary granule lumen","CC",44,20,15,0.0486186480581416,0.572395793739277
"GO:0062157","mitochondrial ATP-gated potassium channel complex","CC",2,1,0,0.543616888722218,1
"GO:0035101","FACT complex","CC",2,1,0,0.543616888722218,1
"GO:0005968","Rab-protein geranylgeranyltransferase complex","CC",4,1,2,0.791738640788091,0.425956672592409
"GO:0097504","Gemini of coiled bodies","CC",12,1,6,0.990979707488064,0.199191237784814
"GO:0022625","cytosolic large ribosomal subunit","CC",56,14,21,0.911615603698471,0.357793034807717
"GO:0031207","Sec62/Sec63 complex","CC",1,1,0,0.324428864982473,1
"GO:0005760","gamma DNA polymerase complex","CC",2,0,2,1,0.118163412444265
"GO:0031082","BLOC complex","CC",14,1,7,0.995886160223358,0.17027561528892
"GO:0031084","BLOC-2 complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0090443","FAR/SIN/STRIPAK complex","CC",4,0,2,1,0.425956672592409
"GO:0036513","Derlin-1 retrotranslocation complex","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:0000444","MIS12/MIND type complex","CC",4,0,2,1,0.425956672592409
"GO:0000127","transcription factor TFIIIC complex","CC",6,1,3,0.90497510768303,0.340365219639168
"GO:0090576","RNA polymerase III transcription regulator complex","CC",9,4,4,0.327930945222495,0.375510053736619
"GO:0000814","ESCRT II complex","CC",3,0,1,1,0.717427953542304
"GO:0030991","intraciliary transport particle A","CC",8,2,4,0.789989396221472,0.280312624328446
"GO:0030121","AP-1 adaptor complex","CC",10,3,2,0.67966629405749,0.907671861218324
"GO:0030130","clathrin coat of trans-Golgi network vesicle","CC",16,4,6,0.814928674389351,0.488819160016685
"GO:0001518","voltage-gated sodium channel complex","CC",9,5,1,0.131470606017146,0.977456769906058
"GO:0005891","voltage-gated calcium channel complex","CC",35,16,10,0.069660758398978,0.81545304233724
"GO:0034706","sodium channel complex","CC",15,7,3,0.182053405085509,0.932187008503444
"GO:0044295","axonal growth cone","CC",22,6,10,0.768041928653766,0.190645802030766
"GO:0044299","C-fiber","CC",1,1,0,0.324428864982473,1
"GO:0000408","EKC/KEOPS complex","CC",5,1,3,0.859320975224648,0.225545939336206
"GO:0030904","retromer complex","CC",12,5,5,0.343150489536964,0.398526735138139
"GO:0030906","retromer, cargo-selective complex","CC",4,0,3,1,0.120577679452753
"GO:0030315","T-tubule","CC",39,13,13,0.512767603851963,0.613844164675056
"GO:0043034","costamere","CC",16,6,7,0.422544781955426,0.292981472476341
"GO:0030126","COPI vesicle coat","CC",13,5,6,0.420369061826354,0.267706033445812
"GO:0035632","mitochondrial prohibitin complex","CC",2,1,0,0.543616888722218,1
"GO:0061793","chromatin lock complex","CC",3,1,0,0.691698642913413,1
"GO:0000243","commitment complex","CC",5,1,3,0.859320975224648,0.225545939336206
"GO:0089701","U2AF complex","CC",6,1,3,0.90497510768303,0.340365219639168
"GO:0000177","cytoplasmic exosome (RNase complex)","CC",15,3,4,0.909764032957394,0.814323367578273
"GO:0101019","nucleolar exosome (RNase complex)","CC",10,3,2,0.67966629405749,0.907671861218324
"GO:1990005","granular vesicle","CC",1,1,0,0.324428864982473,1
"GO:0097444","spine apparatus","CC",3,2,0,0.247453380339828,1
"GO:0005892","acetylcholine-gated channel complex","CC",7,2,4,0.719935099717795,0.189656236847312
"GO:0030673","axolemma","CC",10,5,1,0.195195178762958,0.98521064864914
"GO:0098981","cholinergic synapse","CC",7,2,3,0.719935099717795,0.453396956733059
"GO:0097449","astrocyte projection","CC",13,4,5,0.652635796480064,0.480289673695844
"GO:0097450","astrocyte end-foot","CC",7,2,4,0.719935099717795,0.189656236847312
"GO:0031021","interphase microtubule organizing center","CC",4,1,1,0.791738640788091,0.81458504719227
"GO:0061702","canonical inflammasome complex","CC",14,4,6,0.71539965444528,0.340778847063482
"GO:0072559","NLRP3 inflammasome complex","CC",8,2,4,0.789989396221472,0.280312624328446
"GO:0008385","IkappaB kinase complex","CC",4,0,2,1,0.425956672592409
"GO:0035631","CD40 receptor complex","CC",11,3,4,0.746355065913352,0.557085077398646
"GO:0072557","IPAF inflammasome complex","CC",4,3,1,0.103328111390276,0.81458504719227
"GO:0097169","AIM2 inflammasome complex","CC",4,1,2,0.791738640788091,0.425956672592409
"GO:0097179","protease inhibitor complex","CC",6,4,1,0.0915380540612001,0.920175795894394
"GO:1904090","peptidase inhibitor complex","CC",8,5,2,0.0790764937178851,0.821543618024194
"GO:0000931","gamma-tubulin ring complex","CC",7,3,2,0.408838345970105,0.755469602562103
"GO:0140268","endoplasmic reticulum-plasma membrane contact site","CC",12,10,2,0.000422487253793272,0.953585134661533
"GO:0019005","SCF ubiquitin ligase complex","CC",55,27,16,0.00745947433345665,0.833501611240223
"GO:0070652","HAUS complex","CC",8,3,2,0.509772210206764,0.821543618024194
"GO:1990498","mitotic spindle microtubule","CC",14,5,6,0.495726151567024,0.340778847063482
"GO:0031466","Cul5-RING ubiquitin ligase complex","CC",8,3,4,0.509772210206764,0.280312624328446
"GO:0044217","other organism part","CC",3,0,3,1,0.040611530655107
"GO:0106139","symbiont cell surface","CC",3,0,3,1,0.040611530655107
"GO:0005942","phosphatidylinositol 3-kinase complex","CC",26,11,6,0.191683547020739,0.926610714837032
"GO:0098833","presynaptic endocytic zone","CC",9,5,3,0.131470606017146,0.648116307395431
"GO:0098835","presynaptic endocytic zone membrane","CC",8,5,2,0.0790764937178851,0.821543618024194
"GO:0031515","tRNA (m1A) methyltransferase complex","CC",3,0,1,1,0.717427953542304
"GO:0120228","outer dynein arm docking complex","CC",3,0,2,1,0.273267176022581
"GO:0031422","RecQ family helicase-topoisomerase III complex","CC",4,0,1,1,0.81458504719227
"GO:1904423","dehydrodolichyl diphosphate synthase complex","CC",2,1,0,0.543616888722218,1
"GO:0097227","sperm annulus","CC",6,4,1,0.0915380540612001,0.920175795894394
"GO:0008328","ionotropic glutamate receptor complex","CC",23,10,6,0.180584070179831,0.855657669341481
"GO:0017146","NMDA selective glutamate receptor complex","CC",6,1,3,0.90497510768303,0.340365219639168
"GO:0098878","neurotransmitter receptor complex","CC",24,10,7,0.224133357342571,0.770799288346802
"GO:0042629","mast cell granule","CC",3,2,0,0.247453380339828,1
"GO:0036128","CatSper complex","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:0070319","Golgi to plasma membrane transport vesicle","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:1990635","proximal dendrite","CC",5,2,1,0.521409303041864,0.878340351966201
"GO:0030688","preribosome, small subunit precursor","CC",15,6,2,0.353174897098241,0.984069461335274
"GO:0098888","extrinsic component of presynaptic membrane","CC",6,2,4,0.631050312932741,0.110726659033245
"GO:0098894","extrinsic component of presynaptic endocytic zone membrane","CC",4,2,2,0.39157864928938,0.425956672592409
"GO:0008290","F-actin capping protein complex","CC",7,2,3,0.719935099717795,0.453396956733059
"GO:0034707","chloride channel complex","CC",32,10,10,0.62261294588887,0.706879761328276
"GO:0099078","BORC complex","CC",8,3,3,0.509772210206764,0.557247556175828
"GO:0005858","axonemal dynein complex","CC",15,3,5,0.909764032957394,0.629003519142872
"GO:0036157","outer dynein arm","CC",7,1,3,0.935815109010569,0.453396956733059
"GO:0032584","growth cone membrane","CC",6,3,0,0.302127283260108,1
"GO:0034366","spherical high-density lipoprotein particle","CC",4,0,2,1,0.425956672592409
"GO:0097418","neurofibrillary tangle","CC",3,0,3,1,0.040611530655107
"GO:0099020","perinuclear endoplasmic reticulum lumen","CC",1,0,1,1,0.343768886739998
"GO:0032798","Swi5-Sfr1 complex","CC",2,0,2,1,0.118163412444265
"GO:0033061","DNA recombinase mediator complex","CC",7,0,6,1,0.00813711142159725
"GO:0044754","autolysosome","CC",12,6,3,0.160286735282871,0.83810661305854
"GO:0034715","pICln-Sm protein complex","CC",6,2,1,0.631050312932741,0.920175795894394
"GO:0032473","cytoplasmic side of mitochondrial outer membrane","CC",2,1,0,0.543616888722218,1
"GO:0044753","amphisome","CC",13,5,5,0.420369061826354,0.480289673695844
"GO:0097487","multivesicular body, internal vesicle","CC",6,3,0,0.302127283260108,1
"GO:0099400","caveola neck","CC",1,0,0,1,1
"GO:1990909","Wnt signalosome","CC",12,3,3,0.801417051586367,0.83810661305854
"GO:0071439","clathrin complex","CC",5,0,2,1,0.559563828096545
"GO:0098843","postsynaptic endocytic zone","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0099631","postsynaptic endocytic zone cytoplasmic component","CC",2,1,0,0.543616888722218,1
"GO:0098554","cytoplasmic side of endoplasmic reticulum membrane","CC",15,3,5,0.909764032957394,0.629003519142872
"GO:0031414","N-terminal protein acetyltransferase complex","CC",9,3,3,0.600692842698899,0.648116307395431
"GO:0031417","NatC complex","CC",3,1,1,0.691698642913413,0.717427953542304
"GO:0034464","BBSome","CC",8,4,1,0.240615238909006,0.965638715272479
"GO:0120199","cone photoreceptor outer segment","CC",4,0,1,1,0.81458504719227
"GO:0016593","Cdc73/Paf1 complex","CC",7,1,0,0.935815109010569,1
"GO:0097226","sperm mitochondrial sheath","CC",3,0,2,1,0.273267176022581
"GO:0097196","Shu complex","CC",2,1,0,0.543616888722218,1
"GO:0017071","intracellular cyclic nucleotide activated cation channel complex","CC",2,2,0,0.105240841242728,1
"GO:0042622","photoreceptor outer segment membrane","CC",8,1,4,0.956647353694726,0.280312624328446
"GO:0030061","mitochondrial crista","CC",8,0,4,1,0.280312624328446
"GO:0045277","respiratory chain complex IV","CC",21,8,6,0.365390769762458,0.782183559727093
"GO:1990070","TRAPPI protein complex","CC",1,1,0,0.324428864982473,1
"GO:0032281","AMPA glutamate receptor complex","CC",14,7,3,0.132766738648323,0.90861428031841
"GO:0019814","immunoglobulin complex","CC",8,2,5,0.789989396221472,0.0989998493661784
"GO:0019815","B cell receptor complex","CC",4,1,3,0.791738640788091,0.120577679452753
"GO:0005747","mitochondrial respiratory chain complex I","CC",47,15,11,0.585345279335653,0.962706229251439
"GO:0030964","NADH dehydrogenase complex","CC",47,15,11,0.585345279335653,0.962706229251439
"GO:0045271","respiratory chain complex I","CC",47,15,11,0.585345279335653,0.962706229251439
"GO:0000235","astral microtubule","CC",10,4,2,0.41642145619552,0.907671861218324
"GO:0005818","aster","CC",10,4,2,0.41642145619552,0.907671861218324
"GO:0061673","mitotic spindle astral microtubule","CC",8,4,1,0.240615238909006,0.965638715272479
"GO:1905721","mitotic spindle astral microtubule end","CC",3,3,0,0.0341345716941778,1
"GO:0035748","myelin sheath abaxonal region","CC",6,1,2,0.90497510768303,0.669163132325233
"GO:0035749","myelin sheath adaxonal region","CC",5,0,2,1,0.559563828096545
"GO:0005797","Golgi medial cisterna","CC",12,5,4,0.343150489536964,0.6363642485289
"GO:0036156","inner dynein arm","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0031430","M band","CC",16,5,6,0.632664050095048,0.488819160016685
"GO:0031672","A band","CC",21,7,8,0.546948286321111,0.439383490385957
"GO:0002080","acrosomal membrane","CC",18,7,6,0.360222598749826,0.624093564319258
"GO:0005583","fibrillar collagen trimer","CC",8,3,5,0.509772210206764,0.0989998493661784
"GO:0005584","collagen type I trimer","CC",1,0,1,1,0.343768886739998
"GO:0098643","banded collagen fibril","CC",8,3,5,0.509772210206764,0.0989998493661784
"GO:0098644","complex of collagen trimers","CC",14,6,7,0.284726300293148,0.17027561528892
"GO:0005586","collagen type III trimer","CC",1,0,1,1,0.343768886739998
"GO:0005587","collagen type IV trimer","CC",4,1,2,0.791738640788091,0.425956672592409
"GO:0098642","network-forming collagen trimer","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0098645","collagen network","CC",5,2,2,0.521409303041864,0.559563828096545
"GO:0098651","basement membrane collagen trimer","CC",6,2,3,0.631050312932741,0.340365219639168
"GO:0000815","ESCRT III complex","CC",10,4,5,0.41642145619552,0.234937408875065
"GO:1904930","amphisome membrane","CC",11,4,5,0.501829569108526,0.315470277907587
"GO:0005588","collagen type V trimer","CC",3,2,1,0.247453380339828,0.717427953542304
"GO:0005592","collagen type XI trimer","CC",2,1,1,0.543616888722218,0.56937436103573
"GO:0005589","collagen type VI trimer","CC",2,0,0,1,1
"GO:0098647","collagen beaded filament","CC",2,0,0,1,1
"GO:0005590","collagen type VII trimer","CC",1,1,0,0.324428864982473,1
"GO:0030934","anchoring collagen complex","CC",2,1,0,0.543616888722218,1
"GO:0098648","collagen anchoring fibril","CC",1,1,0,0.324428864982473,1
"GO:0098652","collagen type VII anchoring fibril","CC",1,1,0,0.324428864982473,1
"GO:0005591","collagen type VIII trimer","CC",1,1,0,0.324428864982473,1
"GO:0005598","short-chain collagen trimer","CC",1,1,0,0.324428864982473,1
"GO:0030935","sheet-forming collagen trimer","CC",1,1,0,0.324428864982473,1
"GO:0098646","collagen sheet","CC",1,1,0,0.324428864982473,1
"GO:0005593","FACIT collagen trimer","CC",5,1,0,0.859320975224648,1
"GO:0005594","collagen type IX trimer","CC",4,1,0,0.791738640788091,1
"GO:0005595","collagen type XII trimer","CC",1,0,0,1,1
"GO:0048179","activin receptor complex","CC",6,2,4,0.631050312932741,0.110726659033245
"GO:0001520","outer dense fiber","CC",2,0,0,1,1
"GO:0005582","collagen type XV trimer","CC",1,0,1,1,0.343768886739998
"GO:0005597","collagen type XVI trimer","CC",1,0,0,1,1
"GO:0001405","PAM complex, Tim23 associated import motor","CC",5,2,3,0.521409303041864,0.225545939336206
"GO:0099617","matrix side of mitochondrial inner membrane","CC",6,2,4,0.631050312932741,0.110726659033245
"GO:0005751","mitochondrial respiratory chain complex IV","CC",19,8,5,0.25136233032073,0.836671999838569
"GO:0005683","U7 snRNP","CC",7,3,2,0.408838345970105,0.755469602562103
"GO:0098674","extrinsic component of neuronal dense core vesicle membrane","CC",1,0,0,1,1
"GO:0098922","extrinsic component of dense core granule membrane","CC",1,0,0,1,1
